0632041920140830,,632,419
1st Quarter Play-by-Play
Middle Tennessee at 15:00,,SST,MTU
1st and 10 at MTU 25,"Austin Grammer pass complete to u""Ed'Marques Batties"",  for 8 yds to the MTnSt 33",0,0
2nd and 2 at MTU 33,"MIDDLE TENN Penalty, false start (N/A) to the MTnSt 28",,
2nd and 7 at MTU 28,Reggie Whatley run for 21 yds to the MTnSt 49 for a 1ST down,,
1st and 10 at MTU 49,Austin Grammer run for 6 yds to the SavSt 45,,
2nd and 4 at SAV 45,Jordan Parker run for 2 yds to the SavSt 43,,
3rd and 2 at SAV 43,Jordan Parker run for 5 yds to the SavSt 38 for a 1ST down,,
1st and 10 at SAV 38,Austin Grammer run for 7 yds to the SavSt 31,,
2nd and 3 at SAV 31,Reggie Whatley run for 9 yds to the SavSt 22 for a 1ST down,,
1st and 10 at SAV 22,Jeremiah Bryson run for no gain to the SavSt 22,,
2nd and 10 at SAV 22,Austin Grammer pass complete to Devin Clarke for 9 yds to the SavSt 13,,
,John Barron kickoff for 65 yds for a touchback,,
3rd and 1 at SAV 13,"Shane Tucker run for 13 yds for a TD, (Austin Grammer failed )",0,6
"MTSU DRIVE TOTALS: 10 plays, 75 yards, 3:36"
Savannah State at 11:24,,SST,MTU
,"Cody Clark kickoff for 60 yds , Cantrell Frazier return for 18 yds to the SavSt 23",0,6
1st and 10 at SAV 23,Richard Williams run for 4 yds to the SavSt 27,,
2nd and 6 at SAV 27,Richard Williams run for no gain to the SavSt 27,,
3rd and 6 at SAV 27,Ker-Sean Wilson pass complete to Dereon London for 4 yds to the SavSt 31,,
4th and 2 at SAV 31,Jacob Thomas punt for 40 yds,,
"SAV DRIVE TOTALS: 3 plays, 8 yards, 1:53"
Middle Tennessee at 9:31,,SST,MTU
1st and 10 at MTU 29,Jordan Parker run for 6 yds to the MTnSt 35,0,6
2nd and 4 at MTU 35,Austin Grammer pass complete to Jordan Parker for 50 yds to the SavSt 15 for a 1ST down,,
1st and 10 at SAV 15,Reggie Whatley run for 11 yds to the SavSt 4 for a 1ST down,,
1st and Goal at SAV 4,Reggie Whatley run for a loss of 1 yard to the SavSt 5,,
2nd and Goal at SAV 5,"Austin Grammer pass complete to Shane Tucker for 5 yds for a TD, (Cody Clark KICK)",0,13
"MTSU DRIVE TOTALS: 5 plays, 71 yards, 1:40"
Savannah State at 7:51,,SST,MTU
