0029011020141101,,29,110
1st Quarter Play-by-Play
Arizona at 15:00,,UA,UCLA
,"u""Ka'imi Fairbairn"",  kickoff for 65 yds for a touchback",0,0
1st and 10 at ARIZ 25,Terris Jones-Grigsby run for 3 yds to the Ariz 28,,
2nd and 7 at ARIZ 28,Anu Solomon pass incomplete to Jarvis McCall Jr.,,
3rd and 7 at ARIZ 28,Anu Solomon run for 10 yds to the Ariz 38 for a 1ST down,,
1st and 10 at ARIZ 38,"Solomon, Anu pass complete to Grant, Samajie for 3 yards to the ARIZONA41, PENALTY UCLA offside 5 yards to the ARIZONA43, NO PLAY.",,
1st and 5 at ARIZ 43,Terris Jones-Grigsby run for 6 yds to the Ariz 49 for a 1ST down,,
1st and 10 at ARIZ 49,Terris Jones-Grigsby run for no gain to the Ariz 49,,
2nd and 10 at ARIZ 49,Anu Solomon pass complete to Terris Jones-Grigsby for 4 yds to the UCLA 47,,
,"Timeout UCLA, clock 13:12",,
3rd and 6 at UCLA 47,Anu Solomon pass incomplete to Cayleb Jones,,
4th and 6 at UCLA 47,"UCLA Penalty, Unsportsmanlike Conduct (Myles Jack) to the UCLA 32 for a 1ST down",,
1st and 10 at UCLA 32,Anu Solomon pass incomplete to Samajie Grant,,
2nd and 10 at UCLA 32,Terris Jones-Grigsby run for 3 yds to the UCLA 29,,
3rd and 7 at UCLA 29,"UCLA Penalty, Face Mask (15 yards) (Myles Jack) to the UCLA 14 for a 1ST down",,
1st and 10 at UCLA 14,Cayleb Jones 14 Yd pass from Anu Solomon (Casey Skowron Kick),7,0
"ARIZ DRIVE TOTALS: 10 plays, 75 yards, 2:31"
UCLA at 12:29,,UA,UCLA
,"Casey Skowron kickoff for 46 yds , Nate Iese return for 11 yds to the UCLA 30",7,0
1st and 10 at UCLA 30,Brett Hundley pass complete to Nate Iese for 5 yds to the UCLA 35,,
2nd and 5 at UCLA 35,Paul Perkins run for 3 yds to the UCLA 38,,
3rd and 2 at UCLA 38,Brett Hundley pass complete to Eldridge Massington for 5 yds to the UCLA 43 for a 1ST down,,
1st and 10 at UCLA 43,Paul Perkins run for 4 yds to the UCLA 47,,
2nd and 6 at UCLA 47,Brett Hundley run for 7 yds to the Ariz 46 for a 1ST down,,
1st and 10 at ARIZ 46,Brett Hundley pass incomplete to Paul Perkins,,
2nd and 10 at ARIZ 46,"UCLA Penalty, Offensive Holding (Jake Brendel) to the UCLA 44",,
2nd and 20 at UCLA 44,Brett Hundley pass incomplete to Mossi Johnson,,
3rd and 20 at UCLA 44,Brett Hundley pass incomplete to Zach Hernandez,,
,"Timeout ARIZONA, clock 09:47",,
4th and 20 at UCLA 44,"Matt Mengelu"" punt for 48 yds, fair catch by DaVonte' Neal at the Ariz 8""",,
"UCLA DRIVE TOTALS: 8 plays, 14 yards, 2:50"
Arizona at 9:39,,UA,UCLA
1st and 10 at ARIZ 8,Nick Wilson run for 1 yd to the Ariz 9,7,0
2nd and 9 at ARIZ 9,Anu Solomon run for a loss of 4 yards to the Ariz 5,,
3rd and 13 at ARIZ 5,Anu Solomon run for 7 yds to the Ariz 12,,
4th and 6 at ARIZ 12,"Drew Riggleman punt for 45 yds, downed at the UCLA 43",,
"ARIZ DRIVE TOTALS: 3 plays, 4 yards, 1:13"
UCLA at 8:26,,UA,UCLA
1st and 10 at UCLA 43,Paul Perkins run for 13 yds to the Ariz 44 for a 1ST down,7,0
1st and 10 at ARIZ 44,Paul Perkins run for 1 yd to the Ariz 43,,
2nd and 9 at ARIZ 43,Brett Hundley run for 10 yds to the Ariz 33 for a 1ST down,,
,"Timeout UCLA, clock 07:01",,
1st and 10 at ARIZ 33,Myles Jack run for 2 yds to the Ariz 31,,
2nd and 8 at ARIZ 31,Myles Jack run for 9 yds to the Ariz 22 for a 1ST down,,
1st and 10 at ARIZ 22,Myles Jack run for 8 yds to the Ariz 14,,
2nd and 2 at ARIZ 14,Myles Jack run for no gain to the Ariz 14,,
3rd and 2 at ARIZ 14,Brett Hundley sacked by Scooby Wright III for a loss of 5 yards to the Ariz 19,,
4th and 7 at ARIZ 19,"u""Ka'imi Fairbairn"",  37 yd FG MISSED",,
"UCLA DRIVE TOTALS: 9 plays, 38 yards, 3:53"
Arizona at 4:33,,UA,UCLA
1st and 10 at ARIZ 20,"Terris Jones-Grigsby run for 11 yds to the Ariz 31 ARIZONA Penalty, Offensive Holding (Austin Hill) to the Ariz 21",7,0
1st and 9 at ARIZ 21,Anu Solomon pass incomplete to Austin Hill,,
2nd and 9 at ARIZ 21,Terris Jones-Grigsby run for 1 yd to the Ariz 22,,
3rd and 8 at ARIZ 22,Anu Solomon pass incomplete to Cayleb Jones,,
4th and 8 at ARIZ 22,"Drew Riggleman punt for 53 yds , Ishmael Adams returns for 1 yd to the UCLA 23 UCLA Penalty, Illegal Block (Cameron Judge) to the UCLA 16",,
"ARIZ DRIVE TOTALS: 4 plays, 2 yards, 1:00"
UCLA at 3:33,,UA,UCLA
1st and 10 at UCLA 16,Paul Perkins run for 1 yd to the UCLA 17,7,0
2nd and 9 at UCLA 17,Brett Hundley pass complete to Eldridge Massington for 7 yds to the UCLA 24,,
3rd and 2 at UCLA 24,Brett Hundley run for 4 yds to the UCLA 28 for a 1ST down,,
1st and 10 at UCLA 28,"Paul Perkins run for 4 yds to the UCLA 32 UCLA Penalty, Offensive Holding (Scott Quessenberry) to the UCLA 22",,
