0709050320141111,,709,503
1st Quarter Play-by-Play
Toledo at 15:00,,TOL,NIU
,Josh Orne kickoff for 65 yds for a touchback,0,0
1st and 10 at TOL 25,Kareem Hunt run for 2 yds to the Toled 27,,
2nd and 8 at TOL 27,"Michael Julian sacked by TEAM for a loss of 9 yards to the Toled 18 Michael Julian fumbled, recovered by Toled",,
3rd and 17 at TOL 18,Kareem Hunt run for 13 yds to the Toled 31,,
4th and 4 at TOL 31,"Nick Ellis punt for 34 yds, fair catch by Chad Beebe at the NoIll 35",,
"TOL DRIVE TOTALS: 3 plays, 6 yards, 2:01"
Northern Illinois at 12:59,,TOL,NIU
1st and 10 at NIU 35,Drew Hare pass incomplete,0,0
2nd and 10 at NIU 35,Akeem Daniels run for 1 yd to the NoIll 36,,
3rd and 9 at NIU 36,Drew Hare pass complete to Aregeros Turner for 10 yds to the NoIll 46 for a 1ST down,,
1st and 10 at NIU 46,"Drew Hare pass complete to u""Da'Ron Brown"",  for 9 yds to the Toled 45",,
2nd and 1 at TOL 45,Drew Hare run for no gain to the Toled 45,,
3rd and 1 at TOL 45,"NORTHERNIL Penalty, False Start (Desroy Maxwell) to the 50 yard line",,
3rd and 6 at 50,Drew Hare pass incomplete,,
4th and 6 at 50,"Tyler Wedel punt for 41 yds, fair catch by Corey Jones at the Toled 9",,
"NIU DRIVE TOTALS: 6 plays, 15 yards, 2:30"
Toledo at 10:29,,TOL,NIU
1st and 10 at TOL 9,Kareem Hunt run for 5 yds to the Toled 14,0,0
2nd and 5 at TOL 14,Michael Julian pass incomplete,,
,"Timeout NORTHERNIL, clock 09:39",,
3rd and 5 at TOL 14,Michael Julian pass incomplete,,
4th and 5 at TOL 14,"Nick Ellis punt for 32 yds, fair catch by Chad Beebe at the Toled 46",,
"TOL DRIVE TOTALS: 3 plays, 5 yards, 0:59"
Northern Illinois at 9:30,,TOL,NIU
1st and 10 at TOL 46,Drew Hare pass complete to Chad Beebe for 20 yds to the Toled 26 for a 1ST down,0,0
1st and 10 at TOL 26,Drew Hare pass incomplete,,
2nd and 10 at TOL 26,"NORTHERNIL Penalty, Substitution Infraction (-5 Yards) to the Toled 31",,
2nd and 15 at TOL 31,Drew Hare run for a loss of 1 yard to the Toled 32,,
3rd and 16 at TOL 32,Drew Hare run for 12 yds to the Toled 20,,
4th and 4 at TOL 20,Christian Hagan 37 yd FG GOOD,0,3
"NIU DRIVE TOTALS: 5 plays, 26 yards, 1:44"
Toledo at 7:46,,TOL,NIU
,"Josh Orne kickoff for 62 yds , Dwight Macon return for 20 yds to the Toled 23",0,3
1st and 10 at TOL 23,Kareem Hunt run for a loss of 2 yards to the Toled 21,,
2nd and 12 at TOL 21,Michael Julian pass complete to Kareem Hunt for 10 yds to the Toled 31,,
3rd and 2 at TOL 31,Dwight Macon run for no gain to the Toled 31,,
4th and 2 at TOL 31,"Nick Ellis punt for 34 yds, fair catch by Chad Beebe at the NoIll 35",,
"TOL DRIVE TOTALS: 3 plays, 8 yards, 1:45"
Northern Illinois at 6:01,,TOL,NIU
1st and 10 at NIU 35,Cameron Stingily run for 1 yd to the NoIll 36,0,3
2nd and 9 at NIU 36,"Drew Hare pass complete to u""Da'Ron Brown"",  for 64 yds for a TD, (Christian Hagan KICK)",0,10
"NIU DRIVE TOTALS: 2 plays, 65 yards, 0:37"
Toledo at 5:24,,TOL,NIU
,"Josh Orne kickoff for 61 yds , Dwight Macon return for 19 yds to the Toled 23",0,10
1st and 10 at TOL 23,Michael Julian pass incomplete,,
2nd and 10 at TOL 23,Kareem Hunt run for 7 yds to the Toled 30,,
3rd and 4 at TOL 30,Kareem Hunt run for 7 yds to the Toled 37 for a 1ST down,,
1st and 10 at TOL 37,Terry Swanson run for 6 yds to the Toled 43,,
2nd and 4 at TOL 43,Terry Swanson run for 2 yds to the Toled 45,,
3rd and 2 at TOL 45,Michael Julian run for 5 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Michael Julian pass complete to Alonzo Russell for 39 yds to the NoIll 11 for a 1ST down,,
