0029052920141205,,29,529
,"OREGON wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Oregon at 15:00,,UA,ORE
,"Casey Skowron kickoff for 65 yds , Charles Nelson return for 20 yds to the Oregn 20",0,0
1st and 10 at ORE 20,Marcus Mariota pass complete to Devon Allen for 14 yds to the Oregn 34 for a 1ST down,,
1st and 10 at ORE 34,Marcus Mariota run for 4 yds to the Oregn 38,,
2nd and 6 at ORE 38,Marcus Mariota run for 5 yds to the Oregn 43,,
3rd and 1 at ORE 43,Royce Freeman run for 9 yds to the Ariz 48 for a 1ST down,,
1st and 10 at ARIZ 48,Marcus Mariota pass complete to Darren Carrington for 4 yds to the Ariz 44,,
2nd and 6 at ARIZ 44,Marcus Mariota pass complete to Darren Carrington for 23 yds to the Ariz 21 for a 1ST down,,
1st and 10 at ARIZ 21,Royce Freeman run for 2 yds to the Ariz 19,,
2nd and 8 at ARIZ 19,"Marcus Mariota pass incomplete to Byron Marshall, broken up by William Parks",,
3rd and 8 at ARIZ 19,Royce Freeman run for 3 yds to the Ariz 16,,
4th and 5 at ARIZ 16,Aidan Schneider 34 Yd Field Goal,0,3
"ORE DRIVE TOTALS: 10 plays, 64 yards, 3:30"
Oregon at 11:30,,UA,ORE
,"Matt Wogan kickoff for 65 yds , Tyrell Johnson return for 37 yds to the Ariz 37 Tyrell Johnson fumbled, recovered by Oregn",0,3
1st and 10 at ARIZ 37,"OREGON Penalty, Offensive Holding (-10 Yards) to the Ariz 47",,
1st and 20 at ARIZ 47,Marcus Mariota pass incomplete to Byron Marshall,,
2nd and 20 at ARIZ 47,Byron Marshall run for 6 yds to the Ariz 41,,
3rd and 14 at ARIZ 41,Marcus Mariota pass complete to Darren Carrington for 18 yds to the Ariz 23 for a 1ST down,,
1st and 10 at ARIZ 23,Marcus Mariota pass complete to Charles Nelson for 9 yds to the Ariz 14,,
2nd and 1 at ARIZ 14,Marcus Mariota pass incomplete,,
3rd and 1 at ARIZ 14,Royce Freeman run for 4 yds to the Ariz 10 for a 1ST down,,
1st and Goal at ARIZ 10,Marcus Mariota run for no gain to the Ariz 10,,
2nd and Goal at ARIZ 10,Marcus Mariota pass incomplete to Byron Marshall,,
3rd and Goal at ARIZ 10,Royce Freeman run for 5 yds to the Ariz 5,,
4th and Goal at ARIZ 5,Aidan Schneider 22 Yd Field Goal,0,6
"ORE DRIVE TOTALS: 10 plays, 32 yards, 3:35"
Arizona at 7:55,,UA,ORE
,"Matt Wogan kickoff for 64 yds , Tyrell Johnson return for 40 yds to the Ariz 41",0,6
1st and 10 at ARIZ 41,Anu Solomon pass complete to Austin Hill for 4 yds to the Ariz 45,,
2nd and 6 at ARIZ 45,Anu Solomon pass complete to Trey Griffey for 10 yds to the Oregn 45 for a 1ST down,,
1st and 10 at ORE 45,Anu Solomon pass complete to Austin Hill for 9 yds to the Oregn 36,,
2nd and 1 at ORE 36,Anu Solomon run for 2 yds to the Oregn 34 for a 1ST down,,
1st and 10 at ORE 34,"Anu Solomon pass complete to u""DaVonte' Neal"",  for 3 yds to the Oregn 31",,
2nd and 7 at ORE 31,"ARIZONA Penalty, Offensive Holding (-10 Yards) to the Oregn 41",,
2nd and 17 at ORE 41,Anu Solomon pass incomplete to Trey Griffey,,
3rd and 17 at ORE 41,Anu Solomon run for 4 yds to the Oregn 37,,
4th and 13 at ORE 37,Anu Solomon punt for 37 yds for a touchback,,
"ARIZ DRIVE TOTALS: 7 plays, 22 yards, 2:29"
Oregon at 5:26,,UA,ORE
1st and 10 at ORE 20,Marcus Mariota run for 3 yds to the Oregn 23,0,6
2nd and 7 at ORE 23,Byron Marshall run for 5 yds to the Oregn 28,,
3rd and 2 at ORE 28,Marcus Mariota pass complete to Devon Allen for 7 yds to the Oregn 35 for a 1ST down,,
1st and 10 at ORE 35,Charles Nelson run for 33 yds to the Ariz 32 for a 1ST down,,
1st and 10 at ARIZ 32,Marcus Mariota pass incomplete to Keanon Lowe,,
2nd and 10 at ARIZ 32,Charles Nelson run for 1 yd to the Ariz 31,,
3rd and 9 at ARIZ 31,Royce Freeman run for 6 yds to the Ariz 25,,
4th and 3 at ARIZ 25,Marcus Mariota pass incomplete to Darren Carrington,,
"ORE DRIVE TOTALS: 8 plays, 55 yards, 2:53"
Arizona at 2:33,,UA,ORE
1st and 10 at ARIZ 25,Anu Solomon run for a loss of 1 yard to the Ariz 24,0,6
2nd and 11 at ARIZ 24,Anu Solomon pass incomplete to Cayleb Jones,,
3rd and 11 at ARIZ 24,Nick Wilson run for 1 yd to the Ariz 25,,
4th and 10 at ARIZ 25,"Riggleman, Drew punt 38 yards to the OREGON37, Hill, Troy return 1 yards to the OREGON38, PENALTY OREGON running into kicker 5 yards to the ARIZONA30, NO PLAY.",,
4th and 5 at ARIZ 30,"Drew Riggleman punt for 52 yds , Johnathan Loyd returns for 26 yds to the Oregn 44",,
"ARIZ DRIVE TOTALS: 3 plays, 5 yards, 1:26"
Oregon at 1:07,,UA,ORE
1st and 10 at ORE 44,Royce Freeman run for 1 yd to the Oregn 45,0,6
2nd and 9 at ORE 45,"OREGON Penalty, False Start (-5 Yards) to the Oregn 40",,
2nd and 14 at ORE 40,Marcus Mariota pass complete to Byron Marshall for a loss of 1 yard to the Oregn 39,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Oregon at 15:00,,UA,ORE
3rd and 15 at ORE 39,Marcus Mariota pass incomplete to Darren Carrington,0,6
4th and 15 at ORE 39,"Ian Wheeleru"" punt for 44 yds, fair catch by DaVonte' Neal at the Ariz 17""",,
"ORE DRIVE TOTALS: 3 plays, -5 yards, 1:20"
Arizona at 14:47,,UA,ORE
1st and 10 at ARIZ 17,Nick Wilson run for 2 yds to the Ariz 19,0,6
2nd and 8 at ARIZ 19,Anu Solomon pass complete to David Richards for 6 yds to the Ariz 25,,
3rd and 2 at ARIZ 25,Nick Wilson run for 1 yd to the Ariz 26,,
4th and 1 at ARIZ 26,"Drew Riggleman punt for 42 yds , Johnathan Loyd returns for 19 yds to the Ariz 49",,
"ARIZ DRIVE TOTALS: 3 plays, 9 yards, 1:30"
Oregon at 13:17,,UA,ORE
1st and 10 at ARIZ 49,Royce Freeman run for 9 yds to the Ariz 40,0,6
2nd and 1 at ARIZ 40,Royce Freeman run for 3 yds to the Ariz 37 for a 1ST down,,
1st and 10 at ARIZ 37,"Mariota, Marcus pass incomplete to Marshall, Byron (McCall Jr., Jarvis), PENALTY ARIZONA roughing passer (Gilbert, Reggie) 15 yards to the ARIZONA22, NO PLAY, 1ST DOWN OREGON. for a 1ST down",,
1st and 10 at ARIZ 22,Marcus Mariota pass complete to Charles Nelson for 2 yds to the Ariz 20,,
2nd and 8 at ARIZ 20,Marcus Mariota pass complete to Charles Nelson for 2 yds to the Ariz 18,,
3rd and 6 at ARIZ 18,Marcus Mariota pass complete to Byron Marshall for 10 yds to the Ariz 8 for a 1ST down,,
1st and Goal at ARIZ 8,Royce Freeman run for 2 yds to the Ariz 6,,
2nd and Goal at ARIZ 6,Royce Freeman run for 5 yds to the Ariz 1,,
3rd and Goal at ARIZ 1,Royce Freeman run for no gain to the Ariz 1,,
,"Timeout ARIZONA, clock 10:16",,
4th and Goal at ARIZ 1,"OREGON Penalty, False Start (Doug Brenner) to the Ariz 5",,
4th and Goal at ARIZ 5,"OREGON Penalty, False Start (Arik Armstead) to the Ariz 10",,
4th and Goal at ARIZ 10,Aidan Schneider 27 yd FG MISSED,,
"ORE DRIVE TOTALS: 9 plays, 39 yards, 3:07"
Arizona at 10:10,,UA,ORE
1st and 10 at ARIZ 20,Nick Wilson run for no gain to the Ariz 20,0,6
2nd and 10 at ARIZ 20,Nick Wilson run for 2 yds to the Ariz 22,,
3rd and 8 at ARIZ 22,Anu Solomon sacked by DeForest Buckner for a loss of 12 yards to the Ariz 10,,
4th and 20 at ARIZ 10,"Drew Riggleman punt for 39 yds , Johnathan Loyd returns for 10 yds to the Ariz 39",,
"ARIZ DRIVE TOTALS: 3 plays, -10 yards, 1:33"
Oregon at 8:37,,UA,ORE
1st and 10 at ARIZ 39,Royce Freeman run for 9 yds to the Ariz 30,0,6
2nd and 1 at ARIZ 30,Marcus Mariota pass complete to Darren Carrington for 9 yds to the Ariz 21 for a 1ST down,,
1st and 10 at ARIZ 21,Marcus Mariota pass incomplete to Byron Marshall,,
2nd and 10 at ARIZ 21,Marcus Mariota pass incomplete to Byron Marshall,,
3rd and 10 at ARIZ 21,"Mariota, Marcus pass incomplete to Nelson, Charles, PENALTY ARIZONA pass interference (Parks, William) 14 yards to the ARIZONA7, NO PLAY, 1ST DOWN OREGON. for a 1ST down",,
1st and Goal at ARIZ 7,Marcus Mariota 7 Yd Run (Aidan Schneider Kick),0,13
1st and Goal at ARIZ 3,"OREGON Penalty, False Start (-5 Yards) to the Ariz 8",,
"ORE DRIVE TOTALS: 5 plays, 39 yards, 1:10"
Arizona at 7:27,,UA,ORE
,"Matt Wogan kickoff for 64 yds , Tyrell Johnson return for 24 yds to the Ariz 25",0,13
1st and 10 at ARIZ 25,Anu Solomon pass incomplete,,
2nd and 10 at ARIZ 25,Anu Solomon pass incomplete,,
3rd and 10 at ARIZ 25,Anu Solomon pass complete to Cayleb Jones for 2 yds to the Ariz 27,,
4th and 8 at ARIZ 27,"Drew Riggleman punt for 40 yds , Johnathan Loyd returns for 6 yds to the Oregn 39",,
"ARIZ DRIVE TOTALS: 3 plays, 2 yards, 1:04"
Oregon at 6:23,,UA,ORE
1st and 10 at ORE 39,"OREGON Penalty, False Start (Jake Fisher) to the Oregn 34",0,13
1st and 15 at ORE 34,Royce Freeman run for 3 yds to the Oregn 37,,
2nd and 12 at ORE 37,Marcus Mariota pass incomplete,,
3rd and 12 at ORE 37,"Mariota, Marcus pass complete to Carrington, Darren for 19 yards to the ARIZONA44, PENALTY OREGON holding (Crosby, Tyrell) 10 yards to the OREGON27, NO PLAY.",,
3rd and 22 at ORE 27,"Marcus Mariota run for 3 yds to the Oregn 30 OREGON Penalty, Illegal Forward Pass (Marcus Mariota) to the Oregn 25",,
4th and 24 at ORE 25,"Ian Wheeler punt for 35 yds, downed at the Ariz 40",,
"ORE DRIVE TOTALS: 3 plays, -14 yards, 1:26"
Arizona at 4:57,,UA,ORE
1st and 10 at ARIZ 40,Nick Wilson run for 1 yd to the Ariz 41,0,13
2nd and 9 at ARIZ 41,Anu Solomon sacked by Tony Washington for a loss of 6 yards to the Ariz 35,,
3rd and 15 at ARIZ 35,"Anu Solomon sacked by Torrodney Prevot for a loss of 10 yards to the Ariz 25 ARIZONA Penalty, Intentional Grounding (Anu Solomon) to the Ariz 25",,
4th and 25 at ARIZ 25,"Drew Riggleman punt for 54 yds, fair catch by Johnathan Loyd at the Oregn 21",,
"ARIZ DRIVE TOTALS: 3 plays, -15 yards, 1:12"
Oregon at 3:45,,UA,ORE
1st and 10 at ORE 21,Marcus Mariota pass incomplete to Charles Nelson,0,13
2nd and 10 at ORE 21,"Nelson, Charles rush for loss of 1 yard to the OREGON20, PENALTY OREGON holding (Crosby, Tyrell) 10 yards to the OREGON11, NO PLAY.",,
2nd and 20 at ORE 11,Marcus Mariota pass complete to Devon Allen for 5 yds to the Oregn 16,,
3rd and 15 at ORE 16,Marcus Mariota pass complete to Charles Nelson for 73 yds to the Ariz 11 for a 1ST down,,
1st and 10 at ARIZ 11,"OREGON Penalty, False Start (-5 Yards) to the Ariz 16",,
1st and 15 at ARIZ 16,Byron Marshall run for 3 yds to the Ariz 13,,
2nd and 12 at ARIZ 13,Keanon Lowe run for 9 yds to the Ariz 4,,
3rd and 3 at ARIZ 4,Marcus Mariota 4 Yd Run (Aidan Schneider Kick),0,20
"ORE DRIVE TOTALS: 6 plays, 79 yards, 2:11"
Arizona at 1:34,,UA,ORE
,Matt Wogan kickoff for 44 yds fair catch by Hank Hobson at the Ariz 21,0,20
1st and 10 at ARIZ 21,Anu Solomon pass incomplete to Cayleb Jones,,
2nd and 10 at ARIZ 21,Anu Solomon pass incomplete,,
3rd and 10 at ARIZ 21,Nick Wilson run for 7 yds to the Ariz 28,,
,"Timeout OREGON, clock 01:19",,
4th and 3 at ARIZ 28,"Drew Riggleman punt for 49 yds, downed at the Oregn 23",,
"ARIZ DRIVE TOTALS: 3 plays, 7 yards, 0:27"
Oregon at 1:07,,UA,ORE
1st and 10 at ORE 23,Marcus Mariota pass incomplete to Charles Nelson,0,20
2nd and 10 at ORE 23,Royce Freeman run for 23 yds to the Oregn 46 for a 1ST down,,
1st and 10 at ORE 46,Royce Freeman run for 12 yds to the Ariz 42 for a 1ST down,,
1st and 10 at ARIZ 42,Marcus Mariota pass complete to Darren Carrington for 15 yds to the Ariz 27 for a 1ST down,,
1st and 10 at ARIZ 27,Marcus Mariota pass incomplete to Devon Allen,,
2nd and 10 at ARIZ 27,Kenny Bassett run for 13 yds to the Ariz 14 for a 1ST down,,
,"Timeout OREGON, clock 00:03",,
1st and 10 at ARIZ 14,Aidan Schneider 31 Yd Field Goal,0,23
,End of 2nd Quarter,,
"ORE DRIVE TOTALS: 7 plays, 63 yards, 1:07"
3rd Quarter Play-by-Play
Arizona at 15:00,,UA,ORE
,"Matt Wogan kickoff for 59 yds , Tyrell Johnson return for 22 yds to the Ariz 28",0,23
1st and 10 at ARIZ 28,Nick Wilson run for no gain to the Ariz 28,,
2nd and 10 at ARIZ 28,Jesse Scroggins pass complete to Samajie Grant for 4 yds to the Ariz 32,,
3rd and 6 at ARIZ 32,Jesse Scroggins run for 6 yds to the Ariz 38 for a 1ST down,,
