0140069020141129,,140,690
1st Quarter Play-by-Play
Temple at 15:00,,UC,TEM
,"Tony Miliano kickoff for 63 yds , Jahad Thomas return for 33 yds to the Temp 35",0,0
1st and 10 at TEM 35,P.J. Walker pass complete to Jalen Fitzpatrick for 19 yds to the Cincy 46 for a 1ST down,,
1st and 10 at CIN 46,P.J. Walker pass complete to Jalen Fitzpatrick for a loss of 3 yards to the Cincy 49,,
2nd and 13 at CIN 49,Kenneth Harper run for 1 yd to the Cincy 48,,
3rd and 12 at CIN 48,P.J. Walker pass incomplete to John Christopher,,
4th and 12 at CIN 48,Alex Starzyk punt for 48 yds for a touchback,,
"TEM DRIVE TOTALS: 4 plays, 17 yards, 1:45"
Cincinnati at 13:15,,UC,TEM
1st and 10 at CIN 20,Gunner Kiel pass complete to Shaq Washington for no gain to the Cincy 20,0,0
2nd and 10 at CIN 20,Gunner Kiel run for 9 yds to the Cincy 29,,
3rd and 1 at CIN 29,"Gunner Kiel pass incomplete to Mekale McKay, broken up by Tavon Young",,
4th and 1 at CIN 29,"Sam Geraci punt for 52 yds, downed at the Temp 19",,
"CIN DRIVE TOTALS: 3 plays, 9 yards, 1:15"
Temple at 12:00,,UC,TEM
1st and 10 at TEM 19,P.J. Walker pass complete to Colin Thompson for 9 yds to the Temp 28,0,0
,"Timeout TEMPLE, clock 11:28",,
2nd and 1 at TEM 28,Jamie Gilmore run for no gain to the Temp 28,,
3rd and 1 at TEM 28,Kenneth Harper run for 3 yds to the Temp 31 for a 1ST down,,
1st and 10 at TEM 31,P.J. Walker pass complete to Brodrick Yancy for 5 yds to the Temp 36,,
2nd and 5 at TEM 36,P.J. Walker run for 12 yds to the Temp 48 for a 1ST down,,
1st and 10 at TEM 48,Jamie Gilmore run for a loss of 1 yard to the Temp 47,,
2nd and 11 at TEM 47,Jamie Gilmore run for 3 yds to the 50 yard line,,
3rd and 8 at 50,P.J. Walker pass incomplete to Jalen Fitzpatrick,,
4th and 8 at 50,"Alex Starzyk punt for 20 yds, downed at the Cincy 30",,
"TEM DRIVE TOTALS: 8 plays, 31 yards, 4:15"
Cincinnati at 7:45,,UC,TEM
1st and 10 at CIN 30,Gunner Kiel pass incomplete to Max Morrison,0,0
2nd and 10 at CIN 30,Gunner Kiel pass complete to Johnny Holton for 4 yds to the Cincy 34,,
3rd and 6 at CIN 34,Gunner Kiel pass complete to Max Morrison for 6 yds to the Cincy 40 for a 1ST down,,
1st and 10 at CIN 40,"Gunner Kiel pass incomplete to Alex Chisum, broken up by Tavon Young",,
2nd and 10 at CIN 40,Rod Moore run for 5 yds to the Cincy 45,,
3rd and 5 at CIN 45,Gunner Kiel pass incomplete to Rod Moore,,
4th and 5 at CIN 45,Sam Geraci punt for 55 yds for a touchback,,
"CIN DRIVE TOTALS: 6 plays, 15 yards, 1:58"
Temple at 5:47,,UC,TEM
1st and 10 at TEM 20,P.J. Walker pass complete to Jalen Fitzpatrick for 17 yds to the Temp 37 for a 1ST down,0,0
1st and 10 at TEM 37,Jahad Thomas run for 1 yd to the Temp 38,,
2nd and 9 at TEM 38,Brandon Shippen run for no gain to the Temp 38,,
,"Timeout TEMPLE, clock 03:50",,
3rd and 9 at TEM 38,P.J. Walker pass complete to Jalen Fitzpatrick for 10 yds to the Temp 48 for a 1ST down,,
1st and 10 at TEM 48,P.J. Walker pass incomplete to Jalen Fitzpatrick,,
2nd and 10 at TEM 48,Kenneth Harper run for 2 yds to the 50 yard line,,
3rd and 8 at 50,P.J. Walker pass complete to Colin Thompson for 39 yds to the Cincy 11 for a 1ST down,,
1st and 10 at CIN 11,P.J. Walker pass complete to Jalen Fitzpatrick for 2 yds to the Cincy 9,,
2nd and 8 at CIN 9,Kenneth Harper run for a loss of 3 yards to the Cincy 12,,
3rd and 11 at CIN 12,P.J. Walker pass incomplete to Jalen Fitzpatrick,,
4th and 11 at CIN 12,Austin Jones 30 yd FG GOOD,0,3
"TEM DRIVE TOTALS: 11 plays, 68 yards, 5:30"
Cincinnati at 0:11,,UC,TEM
,"Jim Cooper kickoff for 58 yds , Chris Moore return for 19 yds to the Cincy 26",0,3
1st and 10 at CIN 26,Mike Boone run for 2 yds to the Cincy 28,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Cincinnati at 15:00,,UC,TEM
2nd and 8 at CIN 28,"Gunner Kiel run for a loss of 4 yards to the Cincy 21 Gunner Kiel fumbled, recovered by Cincy Gunner Kiel",0,3
3rd and 15 at CIN 21,Gunner Kiel pass complete to Mike Boone for 12 yds to the Cincy 33,,
4th and 3 at CIN 33,"Sam Geraci punt for 48 yds, fair catch by John Christopher at the Temp 19",,
"CIN DRIVE TOTALS: 3 plays, 7 yards, 1:42"
Temple at 13:29,,UC,TEM
1st and 10 at TEM 19,"P.J. Walker sacked by Jeff Luc for a loss of 7 yards to the Temp 3 P.J. Walker fumbled, recovered by Cincy Leviticus Payne , return for 0 yards , return for 2 yds to the Temp 3",0,3
"TEM DRIVE TOTALS: 1 play, -14 yards, 0:09"
Cincinnati at 13:20,,UC,TEM
1st and Goal at TEM 3,Mike Boone run for no gain to the Temp 3,0,3
2nd and Goal at TEM 3,"Gunner Kiel pass complete to Mekale McKay for 3 yds for a TD, (Andrew Gantz KICK)",7,3
"CIN DRIVE TOTALS: 2 plays, 3 yards, 0:41"
Temple at 12:32,,UC,TEM
,"Tony Miliano kickoff for 64 yds , Jahad Thomas return for 16 yds to the Temp 17",7,3
1st and 10 at TEM 17,Jamie Gilmore run for no gain to the Temp 17,,
2nd and 10 at TEM 17,P.J. Walker pass complete to Jalen Fitzpatrick for 16 yds to the Temp 33 for a 1ST down,,
1st and 10 at TEM 33,Jamie Gilmore run for no gain to the Temp 33,,
2nd and 10 at TEM 33,P.J. Walker pass complete to Brandon Shippen for 17 yds to the 50 yard line for a 1ST down,,
