0061012820140920,,61,128
1st Quarter Play-by-Play
Bethune-Cookman at 15:00,,BCC,UCF
,"Rodrigo Quirarte kickoff for 56 yds , Drexler Dixon return for 16 yds to the BETHCOOK 49 BETHUNE COOKMAN Penalty, personal foul (N/A) to the BthCk 6",0,0
1st and 10 at COOK 6,Quentin Williams run for 17 yds to the BthCk 23 for a 1ST down,,
1st and 10 at COOK 23,"WILLIAMS,Q. pass incomplete, PENALTY UCF roughing passer (BURKETT, C.) 15 yards to the BCU38, 1ST DOWN BCU, NO PLAY. for a 1ST down",,
1st and 10 at COOK 38,Quentin Williams run for a loss of 5 yards to the BthCk 33,,
2nd and 15 at COOK 33,Quentin Williams run for no gain to the BthCk 33,,
3rd and 15 at COOK 33,Quentin Williams sacked by Jordan Ozerities and Terrance Plummer for a loss of 10 yards to the BthCk 23,,
4th and 25 at COOK 23,"Jonathan Cagle punt for 29 yds, downed at the UCF 48",,
"COOK DRIVE TOTALS: 4 plays, 17 yards, 3:16"
UCF at 11:44,,BCC,UCF
1st and 10 at UCF 48,Justin Holman pass complete to Jordan Akins for 16 yds to the BthCk 36 for a 1ST down,0,0
1st and 10 at COOK 36,Justin Holman pass incomplete to N/A,,
2nd and 10 at COOK 36,Dontravious Wilson run for 5 yds to the BthCk 31,,
3rd and 5 at COOK 31,Justin Holman sacked by LeBrandon Richardson for a loss of 9 yards to the BthCk 40,,
4th and 14 at COOK 40,"Caleb Houston punt for 29 yds, downed at the BthCk 11",,
"UCF DRIVE TOTALS: 4 plays, 12 yards, 1:51"
Bethune-Cookman at 9:53,,BCC,UCF
1st and 10 at COOK 11,Quentin Williams run for a loss of 1 yard to the BthCk 10,0,0
2nd and 11 at COOK 10,Quentin Williams sacked by Chequan Burkett for a loss of 7 yards to the BthCk 3,,
3rd and 18 at COOK 3,Danny Dillard run for no gain to the BthCk 3,,
4th and 18 at COOK 3,"Jonathan Cagle punt for 32 yds , J.J. Worton returns for 8 yds to the BthCk 27",,
"COOK DRIVE TOTALS: 3 plays, -8 yards, 2:10"
UCF at 7:43,,BCC,UCF
1st and 10 at COOK 27,Dontravious Wilson run for 4 yds to the BthCk 23,0,0
2nd and 6 at COOK 23,Justin Holman run for 4 yds to the BthCk 19,,
3rd and 2 at ,"u""WILSON, D. rush for 3 yards to the BCU16 (SIMMONS,Ty're), PENALTY BCU personal foul off-setting, PENALTY UCF holding off-setting, NO PLAY.""",,
3rd and 2 at COOK 19,Dontravious Wilson run for a loss of 1 yard to the BthCk 20,,
4th and 3 at COOK 20,Rodrigo Quirarte 37 yd FG GOOD,0,3
"UCF DRIVE TOTALS: 4 plays, 7 yards, 2:17"
Bethune-Cookman at 5:26,,BCC,UCF
,"Rodrigo Quirarte kickoff for 65 yds , Drexler Dixon return for 24 yds to the BthCk 24",0,3
1st and 10 at COOK 24,Quentin Williams pass incomplete to N/A,,
2nd and 10 at COOK 24,Quentin Williams run for 7 yds to the BthCk 31,,
3rd and 3 at COOK 31,"WILLIAMS,Q. rush for 6 yards to the BCU37 (GEATHERS, C.), PENALTY UCF 10 10 yards to the BCU41, 1ST DOWN BCU, NO PLAY. for a 1ST down",,
1st and 10 at COOK 41,Danny Dillard run for no gain to the BthCk 41,,
2nd and 10 at COOK 41,"Quentin Williams pass complete to Anthony Jordan for 29 yds to the UCF 30 for a 1ST down UCF Penalty, roughing passer (N/A) to the UCF 15 for a 1ST down",,
1st and 10 at UCF 15,Jaime Wilson run for no gain to the UCF 15,,
2nd and 10 at UCF 15,Quentin Williams pass complete to Jaime Wilson for 14 yds to the UCF 1 for a 1ST down,,
1st and Goal at UCF 1,Quentin Williams run for no gain to the UCF 1,,
2nd and Goal at UCF 1,"Anthony Jordan run for 1 yd for a TD, (Haden Hoggarth KICK)",7,3
"COOK DRIVE TOTALS: 8 plays, 76 yards, 3:46"
UCF at 1:40,,BCC,UCF
,"Haden Hoggarth kickoff for 56 yds BETHUNE COOKMAN Penalty, ball on UCF35, PENALTY offside ( Yards) declined",7,3
1st and 10 at UCF 35,Justin Holman pass incomplete to J.J. Worton,,
2nd and 10 at UCF 35,"HOLMAN, Justin pass incomplete to PERRIMAN, B. (RICHARDSON,J.), PENALTY BCU personal foul (PERRY,David) 15 yards to the 50 yardline, 1ST DOWN UCF, NO PLAY. for a 1ST down",,
1st and 10 at 50,Rannell Hall run for 1 yd to the BthCk 49,,
2nd and 9 at COOK 49,William Stanback run for 4 yds to the BthCk 45,,
3rd and 5 at COOK 45,Justin Holman pass complete to William Stanback for 5 yds to the BthCk 40 for a 1ST down,,
1st and 10 at COOK 40,Justin Holman pass incomplete to J.J. Worton,,
2nd and 10 at COOK 40,William Stanback run for 5 yds to the BthCk 35,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
UCF at 15:00,,BCC,UCF
3rd and 5 at COOK 35,"Justin Holman pass incomplete to William Stanback, broken up by Erik Williams",7,3
4th and 5 at COOK 35,Caleb Houston punt for 35 yds for a touchback,,
"UCF DRIVE TOTALS: 7 plays, 30 yards, 1:42"
Bethune-Cookman at 14:58,,BCC,UCF
1st and 10 at COOK 20,Quentin Williams run for 7 yds to the BthCk 27,7,3
2nd and 3 at COOK 27,Danny Dillard run for a loss of 1 yard to the BthCk 26,,
3rd and 4 at COOK 26,"Quentin Williams pass incomplete to N/A BETHUNE COOKMAN Penalty, illegal formation ( Yards) declined",,
4th and 4 at COOK 26,"Jonathan Cagle punt for 37 yds , J.J. Worton returns for 12 yds to the UCF 49",,
"COOK DRIVE TOTALS: 3 plays, 6 yards, 1:07"
UCF at 13:51,,BCC,UCF
1st and 10 at UCF 49,Justin Holman run for 7 yds to the BthCk 44,7,3
2nd and 3 at COOK 44,Justin Holman run for 4 yds to the BthCk 40 for a 1ST down,,
