0030041520140913,,30,415
,"ARKANSAS STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Arkansas State at 15:00,,ASU,MIA
,"Justin Vogel kickoff for 61 yds , Daryl Rollins-Davis return for 26 yds to the ArkSt 30",0,0
1st and 10 at ARST 30,Johnston White run for 7 yds to the ArkSt 37,,
2nd and 3 at ARST 37,Johnston White run for 4 yds to the ArkSt 41 for a 1ST down,,
1st and 10 at ARST 41,Johnston White run for 3 yds to the ArkSt 44,,
2nd and 7 at ARST 44,"TEAM run for no gain to the ArkSt 19 TEAM fumbled, recovered by ArkSt Fredi Knighten",,
3rd and 32 at ARST 19,Fredi Knighten run for 7 yds to the ArkSt 26,,
4th and 25 at ARST 26,"Luke Ferguson punt for 41 yds , Phillip Dorsett returns for no gain to the MiaFl 33 Phillip Dorsett fumbled, recovered by MiaFl",,
"ARST DRIVE TOTALS: 5 plays, -4 yards, 1:47"
Miami (FL) at 13:13,,ASU,MIA
1st and 10 at MIA 33,Duke Johnson run for 4 yds to the MiaFl 37,0,0
2nd and 6 at MIA 37,"Brad Kaaya pass complete to Phillip Dorsett for 63 yds for a TD, (Michael Badgley KICK)",0,7
"MIA DRIVE TOTALS: 2 plays, 67 yards, 1:21"
Arkansas State at 11:52,,ASU,MIA
,Justin Vogel kickoff for 30 yds,0,7
1st and 10 at ARST 35,Johnston White run for 2 yds to the ArkSt 37,,
2nd and 8 at ARST 37,Fredi Knighten pass incomplete to Darion Griswold,,
3rd and 8 at ARST 37,Fredi Knighten pass complete to Tres Houston for 10 yds to the ArkSt 47 for a 1ST down,,
1st and 10 at ARST 47,Johnston White run for no gain to the ArkSt 47,,
2nd and 10 at ARST 47,Fredi Knighten pass complete to Dijon Paschal for 18 yds to the MiaFl 35 for a 1ST down,,
1st and 10 at MIA 35,Fredi Knighten pass complete to Brandon Cox for 6 yds to the MiaFl 29,,
2nd and 4 at MIA 29,Fredi Knighten run for 6 yds to the MiaFl 23 for a 1ST down,,
1st and 10 at MIA 23,Fredi Knighten pass complete to Darion Griswold for 11 yds to the MiaFl 12 for a 1ST down,,
1st and 10 at MIA 12,Fredi Knighten pass complete to J.D. McKissic for 11 yds to the MiaFl 1 for a 1ST down,,
1st and Goal at MIA 1,Fredi Knighten run for no gain to the MiaFl 1,,
2nd and Goal at MIA 1,"Fredi Knighten run for 1 yd for a TD, (Luke Ferguson KICK)",7,7
"ARST DRIVE TOTALS: 11 plays, 65 yards, 2:49"
Miami (FL) at 9:03,,ASU,MIA
,"Luke Ferguson kickoff for 50 yds , Phillip Dorsett return for 15 yds to the MiaFl 30",7,7
1st and 10 at MIA 30,Brad Kaaya pass incomplete to Duke Johnson,,
2nd and 10 at MIA 30,Brad Kaaya pass complete to Phillip Dorsett for 51 yds to the ArkSt 19 for a 1ST down,,
1st and 10 at ARST 19,"Brad Kaaya pass complete to Clive Walford for 19 yds for a TD, (Michael Badgley KICK)",7,14
"MIA DRIVE TOTALS: 3 plays, 70 yards, 0:42"
Arkansas State at 8:21,,ASU,MIA
,Justin Vogel kickoff for 65 yds for a touchback,7,14
1st and 10 at ARST 25,DeKeathan Williams run for no gain to the ArkSt 25,,
2nd and 10 at ARST 25,Fredi Knighten pass complete to DeKeathan Williams for 3 yds to the ArkSt 28,,
3rd and 7 at ARST 28,Fredi Knighten pass complete to J.D. McKissic for 8 yds to the ArkSt 36 for a 1ST down,,
1st and 10 at ARST 36,Fredi Knighten pass incomplete to Warren Leapheart,,
2nd and 10 at ARST 36,"ARKANSAS ST Penalty, False Start (Tyler Greve) to the ArkSt 31",,
2nd and 15 at ARST 31,Fredi Knighten run for 2 yds to the ArkSt 33,,
3rd and 13 at ARST 33,Fredi Knighten pass incomplete to Booker Mays,,
4th and 13 at ARST 33,"Luke Ferguson punt for 33 yds, punt out-of-bounds at the MiaFl 34",,
"ARST DRIVE TOTALS: 6 plays, 8 yards, 2:22"
Miami (FL) at 5:59,,ASU,MIA
1st and 10 at MIA 34,Duke Johnson run for 6 yds to the MiaFl 40,7,14
2nd and 4 at MIA 40,Brad Kaaya pass incomplete to Phillip Dorsett,,
3rd and 4 at MIA 40,Brad Kaaya pass complete to Braxton Berrios for 5 yds to the MiaFl 45 for a 1ST down,,
1st and 10 at MIA 45,"MIAMI FL Penalty, False Start (Clive Walford) to the MiaFl 40",,
1st and 15 at MIA 40,Brad Kaaya pass complete to Phillip Dorsett for 24 yds to the ArkSt 36 for a 1ST down,,
1st and 10 at ARST 36,Duke Johnson run for 3 yds to the ArkSt 33,,
2nd and 7 at ARST 33,"Duke Johnson run for 33 yds for a TD, (Michael Badgley MISSED)",7,20
"MIA DRIVE TOTALS: 6 plays, 66 yards, 2:47"
Arkansas State at 3:12,,ASU,MIA
,"Justin Vogel kickoff for 65 yds , Daryl Rollins-Davis return for 37 yds to the ArkSt 37",7,20
1st and 10 at ARST 37,Terrance Hollingsworth run for 3 yds to the ArkSt 40,,
2nd and 7 at ARST 40,Fredi Knighten pass incomplete to Booker Mays,,
3rd and 7 at ARST 40,Fredi Knighten pass complete to Booker Mays for 9 yds to the ArkSt 49 for a 1ST down,,
1st and 10 at ARST 49,Fredi Knighten pass complete to Brandon Cox for 6 yds to the MiaFl 45,,
2nd and 4 at MIA 45,"Terrance Hollingsworth run for 6 yds to the MiaFl 39 Terrance Hollingsworth fumbled, forced by Deon Bush, recovered by ArkSt Brandon Cox for a 1ST down",,
1st and 10 at MIA 39,Fredi Knighten pass incomplete to Dijon Paschal,,
2nd and 10 at MIA 39,"MIAMI FL Penalty, Defensive Pass Interference (Tracy Howard) to the MiaFl 24 for a 1ST down",,
1st and 10 at MIA 24,Fredi Knighten pass incomplete to Darion Griswold,,
2nd and 10 at MIA 24,Fredi Knighten pass complete to J.D. McKissic for 5 yds to the MiaFl 19,,
,"Timeout ARKANSAS ST, clock 01:03",,
3rd and 5 at MIA 19,Fredi Knighten run for no gain to the MiaFl 19,,
4th and 5 at MIA 19,Luke Ferguson 36 yd FG MISSED,,
