0164071820141011,,164,718
,"TULANE wins the coin toss, and defers. UCONN to receive. TULANE defends.",,
1st Quarter Play-by-Play
Connecticut at 15:00,,CONN,TU
,Trevor Simms kickoff for 65 yds for a touchback,0,0
1st and 10 at CONN 25,Arkeel Newsome run for 2 yds to the UConn 27,,
2nd and 8 at CONN 27,Arkeel Newsome run for no gain to the UConn 27,,
3rd and 8 at CONN 27,Chandler Whitmer pass complete to Geremy Davis for 10 yds to the UConn 37 for a 1ST down,,
1st and 10 at CONN 37,Chandler Whitmer sacked by Sean Wilson for a loss of 2 yards to the UConn 35,,
2nd and 12 at CONN 35,Arkeel Newsome run for 6 yds to the UConn 41,,
3rd and 6 at CONN 41,Chandler Whitmer pass complete to Dhameer Bradley for 13 yds to the Tulan 46 for a 1ST down,,
1st and 10 at TULN 46,Ron Johnson run for a loss of 1 yard to the Tulan 47,,
2nd and 11 at TULN 47,Chandler Whitmer pass complete to Arkeel Newsome for 7 yds to the Tulan 40,,
3rd and 4 at TULN 40,Arkeel Newsome run for 10 yds to the Tulan 30 for a 1ST down,,
1st and 10 at TULN 30,Chandler Whitmer pass complete to Deshon Foxx for 6 yds to the Tulan 24,,
2nd and 4 at TULN 24,Arkeel Newsome run for no gain to the Tulan 24,,
3rd and 4 at TULN 24,Ron Johnson run for a loss of 3 yards to the Tulan 27,,
4th and 7 at TULN 27,Bobby Puyol 44 yd FG GOOD,3,0
"CONN DRIVE TOTALS: 13 plays, 48 yards, 7:58"
Tulane at 7:02,,CONN,TU
,"Bobby Puyol kickoff for 62 yds , Dontrell Hilliard return for 17 yds to the Tulan 20",3,0
1st and 10 at TULN 20,Sherman Badie run for 16 yds to the Tulan 36 for a 1ST down,,
1st and 10 at TULN 36,Nick Montana pass complete to Dontrell Hilliard for 8 yds to the Tulan 44,,
2nd and 2 at TULN 44,Sherman Badie run for 11 yds to the UConn 45 for a 1ST down,,
1st and 10 at CONN 45,Nick Montana pass complete to Dant\xe9 Butler for 17 yds to the UConn 28 for a 1ST down,,
1st and 10 at CONN 28,Nick Montana pass complete to Justyn Shackleford for 21 yds to the UConn 7 for a 1ST down,,
1st and Goal at CONN 7,"Nick Montana pass complete to Charles Jones for 7 yds for a TD, (Andrew DiRocco KICK)",3,7
"TULN DRIVE TOTALS: 6 plays, 80 yards, 3:01"
Connecticut at 4:01,,CONN,TU
,"Trevor Simms kickoff for 65 yds , Arkeel Newsome return for 47 yds to the UConn 47",3,7
1st and 10 at CONN 47,Arkeel Newsome run for a loss of 3 yards to the UConn 44,,
2nd and 13 at CONN 44,Chandler Whitmer pass complete to Dhameer Bradley for a loss of 2 yards to the UConn 42,,
3rd and 15 at CONN 42,Chandler Whitmer pass complete to Dhameer Bradley for 10 yds to the Tulan 48,,
4th and 5 at TULN 48,"Justin Wain punt for 33 yds, downed at the Tulan 15",,
"CONN DRIVE TOTALS: 3 plays, 5 yards, 2:26"
Tulane at 1:35,,CONN,TU
1st and 10 at TULN 15,Dontrell Hilliard run for a loss of 2 yards to the Tulan 13,3,7
2nd and 12 at TULN 13,Sherman Badie run for a loss of 4 yards to the Tulan 9,,
3rd and 16 at TULN 9,Nick Montana pass complete to Teddy Veal for 5 yds to the Tulan 14,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Tulane at 15:00,,CONN,TU
4th and 11 at TULN 14,"Peter Picerelli punt for 33 yds, downed at the Tulan 47",3,7
"TULN DRIVE TOTALS: 3 plays, -1 yard, 1:47"
Connecticut at 14:48,,CONN,TU
1st and 10 at TULN 47,Arkeel Newsome run for 6 yds to the Tulan 41,3,7
2nd and 4 at TULN 41,Chandler Whitmer pass incomplete,,
