0665067120140830,,665,671
,JAGS WINS TOSS;CAJUNS KICK OFF AND DEFEND NORTH END ZONE,,
1st Quarter Play-by-Play
Southern at 15:00,,SOU,ULL
,"Hunter Stover kickoff for 65 yds , Willie Quinn return for 15 yds to the Sthrn 15",0,0
1st and 10 at SOU 15,Deonte Shorts pass incomplete to Randall Menard,,
2nd and 10 at SOU 15,Deonte Shorts run for 1 yd to the Sthrn 16,,
3rd and 9 at SOU 16,Jamarcus Jarvis run for a loss of 2 yards to the Sthrn 14,,
4th and 11 at SOU 14,"Paul Randle Soden punt for 52 yds , Elijah McGuire returns for 11 yds to the LaLaf 45",,
"SOU DRIVE TOTALS: 3 plays, -1 yard, 1:18"
Louisiana Lafayette at 13:42,,SOU,ULL
1st and 10 at ULL 45,Alonzo Harris run for 3 yds to the LaLaf 48,0,0
2nd and 7 at ULL 48,Terrance Broadway run for 6 yds to the Sthrn 46,,
3rd and 1 at SOU 46,Alonzo Harris run for 3 yds to the Sthrn 43 for a 1ST down,,
1st and 10 at SOU 43,Terrance Broadway pass intercepted Bryan Anderson return for 7 yds to the Sthrn 41,,
"ULL DRIVE TOTALS: 4 plays, 12 yards, 1:16"
Southern at 12:26,,SOU,ULL
1st and 10 at SOU 41,Deonte Shorts run for 3 yds to the Sthrn 44,0,0
2nd and 7 at SOU 44,Lenard Tillery run for 3 yds to the Sthrn 47,,
3rd and 4 at SOU 47,Lenard Tillery run for 6 yds to the LaLaf 47 for a 1ST down,,
1st and 10 at ULL 47,"Deonte Shorts pass incomplete, broken up by Remaine Douglas",,
2nd and 10 at ULL 47,Lenard Tillery run for a loss of 1 yard to the LaLaf 48,,
3rd and 11 at ULL 48,Deonte Shorts pass incomplete to Willie Quinn,,
4th and 11 at ULL 48,"Paul Randle Soden punt for 27 yds, punt out-of-bounds at the LaLaf 21",,
"SOU DRIVE TOTALS: 6 plays, 11 yards, 2:22"
Louisiana Lafayette at 10:04,,SOU,ULL
1st and 10 at ULL 21,Elijah McGuire run for 5 yds to the LaLaf 26,0,0
2nd and 5 at ULL 26,Elijah McGuire run for 4 yds to the LaLaf 30,,
3rd and 1 at ULL 30,Alonzo Harris run for 7 yds to the LaLaf 37 for a 1ST down,,
1st and 10 at ULL 37,Elijah McGuire run for 16 yds to the Sthrn 47 for a 1ST down,,
1st and 10 at SOU 47,"Broadway, Terrance deep left pass incomplete to Scott, Devin, PENALTY SUBR pass interference (Bethancourt, Justin) 15 yards to the SUBR32, 1ST DOWN UL, NO PLAY. for a 1ST down",,
1st and 10 at SOU 32,Alonzo Harris run for 3 yds to the Sthrn 29,,
2nd and 7 at SOU 29,Terrance Broadway pass complete to James Butler for 10 yds to the Sthrn 19 for a 1ST down,,
