0513065720141129,,513,657
1st Quarter Play-by-Play
Notre Dame at 15:00,,ND,USC
,Alex Wood kickoff for 65 yds for a touchback,0,0
1st and 10 at ND 25,Tarean Folston run for 1 yd to the NDame 26,,
2nd and 9 at ND 26,"NOTRE DAME Penalty, Delay of Game (-5 Yards) to the NDame 21",,
2nd and 14 at ND 21,Everett Golson pass incomplete to William Fuller,,
3rd and 14 at ND 21,Everett Golson pass incomplete,,
4th and 14 at ND 21,"Kyle Brindza punt for 47 yds, fair catch by Nelson Agholor at the USC 32",,
"ND DRIVE TOTALS: 3 plays, -4 yards, 1:12"
USC at 13:48,,ND,USC
1st and 10 at USC 32,Javorius Allen run for 7 yds to the USC 39,0,0
2nd and 3 at USC 39,Javorius Allen run for 7 yds to the USC 46 for a 1ST down,,
1st and 10 at USC 46,Javorius Allen run for 4 yds to the 50 yard line,,
2nd and 6 at 50,Cody Kessler pass incomplete,,
3rd and 6 at 50,Cody Kessler pass complete to Nelson Agholor for 10 yds to the NDame 40 for a 1ST down,,
1st and 10 at ND 40,Javorius Allen run for 6 yds to the NDame 34,,
2nd and 4 at ND 34,Cody Kessler pass complete to Nelson Agholor for 9 yds to the NDame 25 for a 1ST down,,
1st and 10 at ND 25,"USC Penalty, False Start (Javorius Allen) to the NDame 30",,
1st and 15 at ND 30,Cody Kessler pass complete to JuJu Smith for 2 yds to the NDame 28,,
3rd and 13 at ND 28,Cody Kessler sacked by Jaylon Smith for a loss of 7 yards to the NDame 35,,
4th and 20 at ND 35,Cody Kessler punt for 35 yds for a touchback,,
"USC DRIVE TOTALS: 10 plays, 33 yards, 3:32"
Notre Dame at 10:16,,ND,USC
1st and 10 at ND 20,Everett Golson pass complete to Corey Robinson for 10 yds to the NDame 30 for a 1ST down,0,0
1st and 10 at ND 30,C.J. Prosise run for 4 yds to the NDame 34,,
2nd and 6 at ND 34,Everett Golson pass incomplete to Ben Koyack,,
3rd and 6 at ND 34,Everett Golson pass complete to Amir Carlisle for 14 yds to the NDame 48 for a 1ST down,,
