0030069420140906,,30,694
,"Arkansas State won toss, defers. UT to receive and defend South Goal.",,
1st Quarter Play-by-Play
Tennessee at 15:00,,ASU,TENN
,"Luke Ferguson kickoff for 65 yds , Devrin Young return for 19 yds to the TENNESSEE 46 TENNESSEE Penalty, Offensive holding (9 Yards) to the Tenn 10",0,0
1st and 10 at TENN 10,Marlin Lane run for no gain to the Tenn 10,,
2nd and 10 at TENN 10,Justin Worley pass complete to Ethan Wolf for 2 yds to the Tenn 12,,
3rd and 8 at TENN 12,Justin Worley run for 4 yds to the Tenn 16,,
4th and 4 at TENN 16,"Matt Darr punt for 37 yds , J.D. McKissic returns for 13 yds to the Tenn 40",,
"TENN DRIVE TOTALS: 3 plays, 6 yards, 1:44"
Arkansas State at 13:16,,ASU,TENN
1st and 10 at TENN 40,"ARKANSAS ST Penalty, false start (Alan Wright) to the Tenn 45",0,0
1st and 15 at TENN 45,J.D. McKissic run for 2 yds to the Tenn 43,,
2nd and 13 at TENN 43,Fredi Knighten pass complete to Tres Houston for 14 yds to the Tenn 29 for a 1ST down,,
1st and 10 at TENN 29,"ARKANSAS ST Penalty, false start (N/A) to the Tenn 34",,
1st and 15 at TENN 34,Fredi Knighten pass complete to Tres Houston for 16 yds to the Tenn 18 for a 1ST down,,
1st and 10 at TENN 18,Fredi Knighten run for 12 yds to the Tenn 6 for a 1ST down,,
1st and Goal at TENN 6,Michael Gordon run for 2 yds to the Tenn 4,,
2nd and Goal at TENN 4,"Fredi Knighten run for 4 yds for a TD, (Luke Ferguson MISSED)",6,0
"ARST DRIVE TOTALS: 6 plays, 40 yards, 2:13"
Tennessee at 11:03,,ASU,TENN
,Luke Ferguson kickoff for 65 yds for a touchback,6,0
1st and 10 at TENN 25,Jalen Hurd run for no gain to the Tenn 25,,
2nd and 10 at TENN 25,Justin Worley pass complete to Alton Howard for 8 yds to the Tenn 33,,
3rd and 2 at TENN 33,Jalen Hurd run for 3 yds to the Tenn 36 for a 1ST down,,
1st and 10 at TENN 36,Jalen Hurd run for no gain to the Tenn 36,,
2nd and 10 at TENN 36,Justin Worley pass complete to Von Pearson for 56 yds to the ArkSt 8 for a 1ST down,,
1st and Goal at ARST 8,Jalen Hurd run for 2 yds to the ArkSt 6,,
2nd and Goal at ARST 6,Marlin Lane run for 4 yds to the ArkSt 2,,
3rd and Goal at ARST 2,Justin Worley pass complete to Marlin Lane for no gain to the ArkSt 2,,
4th and Goal at ARST 2,Aaron Medley 20 yd FG GOOD,6,3
