0005053920140906,,5,539
,"AKRON wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Akron at 15:00,,AKR,PSU
,"Sam Ficken kickoff for 55 yds , Mykel Traylor-Bennett return for 17 yds to the Akron 27",0,0
1st and 10 at AKR 27,Kyle Pohl pass complete to L.T. Smith for 4 yds to the Akron 31,,
2nd and 6 at AKR 31,Kyle Pohl pass complete to Tyler Williams for 10 yds to the Akron 41 for a 1ST down,,
1st and 10 at AKR 41,"Kyle Pohl pass complete to u""Zach D'Orazio"",  for 19 yds to the PnSt 40 for a 1ST down",,
1st and 10 at PSU 40,Kyle Pohl pass complete to L.T. Smith for 23 yds to the PnSt 17 for a 1ST down,,
1st and 10 at PSU 17,Kyle Pohl run for 1 yd to the PnSt 16,,
2nd and 9 at PSU 16,Jawon Chisholm run for 8 yds to the PnSt 8,,
3rd and 1 at PSU 8,Jawon Chisholm run for 1 yd to the PnSt 7 for a 1ST down,,
1st and Goal at PSU 7,Kyle Pohl pass incomplete to Conor Hundley,,
,"Timeout AKRON, clock 11:00",,
2nd and Goal at PSU 7,Kyle Pohl sacked by Anthony Zettel for a loss of 4 yards to the PnSt 11,,
3rd and Goal at PSU 11,Kyle Pohl sacked by Jordan Lucas for a loss of 2 yards to the PnSt 13,,
4th and Goal at PSU 13,"u""Tom O'Leary"",  31 yd FG MISSED",,
"AKR DRIVE TOTALS: 11 plays, 60 yards, 5:27"
Penn State at 9:33,,AKR,PSU
1st and 10 at PSU 20,Christian Hackenberg pass complete to Geno Lewis for 6 yds to the PnSt 26,0,0
2nd and 4 at PSU 26,Christian Hackenberg pass complete to Bill Belton for 6 yds to the PnSt 32 for a 1ST down,,
1st and 10 at PSU 32,Bill Belton run for 5 yds to the PnSt 37,,
2nd and 5 at PSU 37,Bill Belton run for 6 yds to the PnSt 43 for a 1ST down,,
,"Timeout PENN ST, clock 07:28",,
1st and 10 at PSU 43,Christian Hackenberg pass incomplete to Kyle Carter,,
2nd and 10 at PSU 43,Christian Hackenberg pass incomplete to Geno Lewis,,
3rd and 10 at PSU 43,Christian Hackenberg pass incomplete to Jesse James,,
4th and 10 at PSU 43,"Chris Gulla punt for 42 yds , Imani Davis returns for 2 yds to the Akron 17",,
"PSU DRIVE TOTALS: 7 plays, 23 yards, 2:31"
Akron at 7:02,,AKR,PSU
1st and 10 at AKR 17,"AKRON Penalty, Offensive Holding (Dylan Brumbaugh) to the Akron 9",0,0
1st and 18 at AKR 9,Jawon Chisholm run for a loss of 3 yards to the Akron 6,,
2nd and 21 at AKR 6,Conor Hundley run for 4 yds to the Akron 10,,
3rd and 17 at AKR 10,Conor Hundley run for 5 yds to the Akron 15,,
4th and 12 at AKR 15,"Zach Paul punt for 43 yds, fair catch by Jesse Della Valle at the PnSt 42",,
"AKR DRIVE TOTALS: 3 plays, -2 yards, 2:24"
Penn State at 4:38,,AKR,PSU
1st and 10 at PSU 42,Christian Hackenberg pass complete to Geno Lewis for 20 yds to the Akron 38 for a 1ST down,0,0
1st and 10 at AKR 38,Zach Zwinak run for 1 yd to the Akron 37,,
2nd and 9 at AKR 37,Christian Hackenberg pass complete to DaeSean Hamilton for 15 yds to the Akron 22 for a 1ST down,,
1st and 10 at AKR 22,"Christian Hackenberg pass complete to Bill Belton for 22 yds for a TD, (Sam Ficken KICK)",0,7
"PSU DRIVE TOTALS: 4 plays, 58 yards, 1:40"
Akron at 2:58,,AKR,PSU
,Sam Ficken kickoff for 63 yds,0,7
1st and 10 at AKR 35,Kyle Pohl pass complete to Imani Davis for 6 yds to the Akron 41,,
2nd and 4 at AKR 41,Kyle Pohl sacked by Parker Cothren and Carl Nassib for a loss of 3 yards to the Akron 38,,
3rd and 7 at AKR 38,Kyle Pohl pass incomplete to Mykel Traylor-Bennett,,
4th and 7 at AKR 38,Zach Paul punt for 62 yds for a touchback,,
"AKR DRIVE TOTALS: 3 plays, 3 yards, 1:24"
Penn State at 1:34,,AKR,PSU
