0366038820141206,,366,388
1st Quarter Play-by-Play
Marshall at 15:00,,LT,MAR
,Kyle Fischer kickoff for 65 yds for a touchback,0,0
1st and 10 at MRSH 25,Rakeem Cato run for a loss of 1 yard to the Marsh 24,,
2nd and 11 at MRSH 24,Rakeem Cato pass complete to Tommy Shuler for 13 yds to the Marsh 37 for a 1ST down,,
1st and 10 at MRSH 37,Rakeem Cato pass incomplete to Eric Frohnapfel,,
2nd and 10 at MRSH 37,Steward Butler run for a loss of 1 yard to the Marsh 36,,
3rd and 11 at MRSH 36,Rakeem Cato pass incomplete to Davonte Allen,,
4th and 11 at MRSH 36,"Tyler Williams punt for 31 yds, fair catch by Trent Taylor at the LaTch 33",,
"MRSH DRIVE TOTALS: 5 plays, 11 yards, 1:37"
Louisiana Tech at 13:23,,LT,MAR
1st and 10 at LT 33,Jarred Craft run for 3 yds to the LaTch 36,0,0
2nd and 7 at LT 36,Jarred Craft run for 5 yds to the LaTch 41,,
3rd and 2 at LT 41,"MARSHALL Penalty, Defensive Offside (5 Yards) to the LaTch 46 for a 1ST down",,
1st and 10 at LT 46,Cody Sokol pass incomplete,,
2nd and 10 at LT 46,Cody Sokol pass complete to Hunter Lee for 8 yds to the Marsh 46,,
3rd and 2 at MRSH 46,Kenneth Dixon run for 15 yds to the Marsh 31 for a 1ST down,,
1st and 10 at MRSH 31,"Sokol, Cody pass incomplete, PENALTY MARSHALL holding (Roberts, Darryl) 10 yards to the MARSHALL21, NO PLAY, 1ST DOWN LATECH. for a 1ST down",,
1st and 10 at MRSH 21,Kenneth Dixon run for 4 yds to the Marsh 17,,
2nd and 6 at MRSH 17,Kenneth Dixon run for 7 yds to the Marsh 10 for a 1ST down,,
1st and Goal at MRSH 10,Jarred Craft run for 3 yds to the Marsh 7,,
2nd and Goal at MRSH 7,Jarred Craft run for a loss of 2 yards to the Marsh 9,,
3rd and Goal at MRSH 9,Cody Sokol pass incomplete,,
4th and Goal at MRSH 9,Jonathan Barnes 26 Yd Field Goal,3,0
"LT DRIVE TOTALS: 11 plays, 58 yards, 5:29"
Marshall at 7:54,,LT,MAR
,"Kyle Fischer kickoff for 64 yds , Deandre Reaves return for 44 yds to the Marsh 45",3,0
1st and 10 at MRSH 45,Remi Watson run for 1 yd to the Marsh 46,,
2nd and 9 at MRSH 46,Rakeem Cato pass incomplete,,
3rd and 9 at MRSH 46,Rakeem Cato pass incomplete to Hyleck Foster,,
4th and 9 at MRSH 46,"Tyler Williams punt for 42 yds , Trent Taylor returns for 11 yds to the LaTch 23",,
"MRSH DRIVE TOTALS: 3 plays, 1 yard, 0:58"
Louisiana Tech at 6:56,,LT,MAR
1st and 10 at LT 23,Carlos Henderson run for 18 yds to the LaTch 41 for a 1ST down,3,0
1st and 10 at LT 41,Kenneth Dixon run for 3 yds to the LaTch 44,,
2nd and 7 at LT 44,Cody Sokol pass complete to Hunter Lee for 5 yds to the LaTch 49,,
3rd and 2 at LT 49,Jarred Craft run for 3 yds to the Marsh 48 for a 1ST down,,
