0719012820141114,,719,128
1st Quarter Play-by-Play
UCF at 15:00,,TUL,UCF
,"Carl Salazar kickoff for 57 yds , Jordan Akins return for 18 yds to the UCF 26",0,0
1st and 10 at UCF 26,Justin Holman pass complete to Jordan Akins for 19 yds to the UCF 45 for a 1ST down,,
1st and 10 at UCF 45,William Stanback run for 5 yds to the 50 yard line,,
2nd and 5 at 50,William Stanback run for 9 yds to the Tulsa 41 for a 1ST down,,
1st and 10 at TLSA 41,William Stanback run for a loss of 4 yards to the Tulsa 45,,
2nd and 14 at TLSA 45,Justin Holman pass complete to Jordan Akins for 13 yds to the Tulsa 32,,
3rd and 1 at TLSA 32,William Stanback run for no gain to the Tulsa 32,,
4th and 1 at TLSA 32,William Stanback run for 5 yds to the Tulsa 27 for a 1ST down,,
1st and 10 at TLSA 27,William Stanback run for 2 yds to the Tulsa 25,,
2nd and 8 at TLSA 25,Justin Holman pass complete to J.J. Worton for 20 yds to the Tulsa 5 for a 1ST down,,
1st and Goal at TLSA 5,William Stanback run for no gain to the Tulsa 5,,
2nd and Goal at TLSA 5,William Stanback run for no gain to the Tulsa 5,,
3rd and Goal at TLSA 5,Justin Holman pass incomplete to William Stanback,,
4th and Goal at TLSA 5,Rodrigo Quirarte 22 yd FG MISSED,,
"UCF DRIVE TOTALS: 13 plays, 69 yards, 6:10"
Tulsa at 8:50,,TUL,UCF
1st and 10 at TLSA 20,Zack Langer run for 3 yds to the Tulsa 23,0,0
2nd and 7 at TLSA 23,Dane Evans pass complete to Joshua Atkinson for 6 yds to the Tulsa 29,,
3rd and 1 at TLSA 29,Dane Evans run for no gain to the Tulsa 29,,
4th and 1 at TLSA 29,"Dalton Parks punt for 48 yds , J.J. Worton returns for 3 yds to the UCF 26",,
"TLSA DRIVE TOTALS: 3 plays, 9 yards, 2:02"
UCF at 6:48,,TUL,UCF
1st and 10 at UCF 26,William Stanback run for 7 yds to the UCF 33,0,0
2nd and 3 at UCF 33,William Stanback run for 9 yds to the UCF 42 for a 1ST down,,
1st and 10 at UCF 42,Justin Holman pass complete to Josh Reese for 5 yds to the UCF 47,,
2nd and 5 at UCF 47,William Stanback run for a loss of 1 yard to the UCF 46,,
3rd and 6 at UCF 46,Justin Holman pass complete to J.J. Worton for 3 yds to the UCF 49,,
4th and 3 at UCF 49,"Caleb Houston punt for 35 yds, downed at the Tulsa 16",,
"UCF DRIVE TOTALS: 5 plays, 23 yards, 2:45"
Tulsa at 4:03,,TUL,UCF
1st and 10 at TLSA 16,Zack Langer run for 2 yds to the Tulsa 18,0,0
2nd and 8 at TLSA 18,Dane Evans run for 8 yds to the Tulsa 26 for a 1ST down,,
1st and 10 at TLSA 26,Dane Evans pass intercepted Jordan Ozerities return for 7 yds to the Tulsa 33,,
"TLSA DRIVE TOTALS: 3 plays, 10 yards, 1:14"
UCF at 2:49,,TUL,UCF
1st and 10 at TLSA 33,William Stanback run for 12 yds to the Tulsa 21 for a 1ST down,0,0
1st and 10 at TLSA 21,"William Stanback run for 3 yds to the Tulsa 18 for a 1ST down TULSA Penalty, Face Mask (9 yards) (Derrick Alexander) to the Tulsa 9 for a 1ST down",,
1st and Goal at TLSA 9,Justin Holman run for 6 yds to the Tulsa 3,,
2nd and Goal at TLSA 3,Justin Holman sacked by Derrick Alexander and Jerry Uwaezuoke for a loss of 7 yards to the Tulsa 10,,
3rd and Goal at TLSA 10,Justin Holman pass incomplete to Taylor Oldham,,
4th and Goal at TLSA 10,Rodrigo Quirarte 27 Yd Field Goal,0,3
"UCF DRIVE TOTALS: 6 plays, 23 yards, 2:10"
Tulsa at 0:39,,TUL,UCF
,"Rodrigo Quirarte kickoff for 51 yds , Rowdy Simon return for 10 yds to the Tulsa 24",0,3
1st and 10 at TLSA 24,"u""D'Angelo Brewer"",  run for 5 yds to the Tulsa 29",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Tulsa at 15:00,,TUL,UCF
2nd and 5 at TLSA 29,Dane Evans pass incomplete to Keyarris Garrett,0,3
3rd and 5 at TLSA 29,Dane Evans pass incomplete to Keevan Lucas,,
4th and 5 at TLSA 29,"Dalton Parks punt for 41 yds , J.J. Worton returns for 7 yds to the UCF 37",,
"TLSA DRIVE TOTALS: 3 plays, 5 yards, 1:02"
UCF at 14:37,,TUL,UCF
1st and 10 at UCF 37,"UCF Penalty, False Start (Tarik Cook) to the UCF 32",0,3
1st and 15 at UCF 32,Justin Holman run for 5 yds to the UCF 37,,
2nd and 10 at UCF 37,Justin Holman pass incomplete to Breshad Perriman,,
3rd and 10 at UCF 37,Justin Holman pass complete to Breshad Perriman for 48 yds to the Tulsa 15 for a 1ST down,,
1st and 10 at TLSA 15,William Stanback run for 4 yds to the Tulsa 11,,
2nd and 6 at TLSA 11,William Stanback run for 3 yds to the Tulsa 8,,
3rd and 3 at TLSA 8,Justin Holman run for 3 yds to the Tulsa 5 for a 1ST down,,
,"Timeout UCF, clock 11:51",,
,"Timeout UCF, clock 11:51",,
1st and Goal at TLSA 5,William Stanback run for no gain to the Tulsa 5,,
2nd and Goal at TLSA 5,Justin Holman pass incomplete to Taylor Oldham,,
3rd and Goal at TLSA 5,J.J. Worton 5 Yd pass from Justin Holman (Rodrigo Quirarte Kick),0,10
"UCF DRIVE TOTALS: 9 plays, 63 yards, 3:29"
Tulsa at 11:08,,TUL,UCF
,"Rodrigo Quirarte kickoff for 62 yds , u""D'Angelo Brewer"",  return for 19 yds to the Tulsa 22",0,10
1st and 10 at TLSA 22,Zack Langer run for 1 yd to the Tulsa 23,,
2nd and 9 at TLSA 23,Dane Evans pass complete to Keyarris Garrett for 7 yds to the Tulsa 30,,
3rd and 2 at TLSA 30,"u""D'Angelo Brewer"",  run for 3 yds to the Tulsa 33 for a 1ST down",,
1st and 10 at TLSA 33,Dane Evans pass incomplete to Derek Patterson,,
2nd and 10 at TLSA 33,"u""D'Angelo Brewer"",  run for no gain to the Tulsa 33",,
3rd and 10 at TLSA 33,Dane Evans pass incomplete to Keyarris Garrett,,
4th and 10 at TLSA 33,"Dalton Parks punt for 44 yds, downed at the UCF 23",,
"TLSA DRIVE TOTALS: 6 plays, 11 yards, 2:59"
UCF at 8:09,,TUL,UCF
1st and 10 at UCF 23,Josh Reese 77 Yd pass from Justin Holman (Rodrigo Quirarte Kick),0,17
"UCF DRIVE TOTALS: 1 play, 77 yards, 0:12"
Tulsa at 7:57,,TUL,UCF
,"Rodrigo Quirarte kickoff for 65 yds , Bishop Louie return for 14 yds to the Tulsa 14",0,17
1st and 10 at TLSA 14,Zack Langer run for 8 yds to the Tulsa 22,,
2nd and 2 at TLSA 22,Dane Evans pass complete to Joshua Atkinson for 7 yds to the Tulsa 29 for a 1ST down,,
1st and 10 at TLSA 29,Dane Evans pass incomplete to Keyarris Garrett,,
2nd and 10 at TLSA 29,Dane Evans pass incomplete to Keevan Lucas,,
3rd and 10 at TLSA 29,Dane Evans pass incomplete to Joshua Atkinson,,
4th and 10 at TLSA 29,"Dalton Parks punt for 48 yds , J.J. Worton returns for 4 yds to the UCF 27 J.J. Worton fumbled, recovered by Tulsa Matt Linscott",,
"TLSA DRIVE TOTALS: 5 plays, 15 yards, 1:34"
Tulsa at 6:23,,TUL,UCF
1st and Goal at UCF 8,Keevan Lucas 8 Yd pass from Dane Evans (Carl Salazar Kick),7,17
"TLSA DRIVE TOTALS: 2 plays, 27 yards, 0:42"
UCF at 5:41,,TUL,UCF
,"Carl Salazar kickoff for 59 yds , Jordan Akins return for 59 yds to the Tulsa 35",7,17
