0071040020140927,,71,400
,UMass wins the toss and will receive and defend the south goal.,,
1st Quarter Play-by-Play
Massachusetts at 15:00,,BGSU,MASS
,Anthony Farinella kickoff for 65 yds for a touchback,0,0
1st and 10 at UMASS 25,Blake Frohnapfel pass complete to Jean Sifrin for 37 yds to the BwGrn 38 for a 1ST down,,
1st and 10 at BGSU 38,Shadrach Abrokwah run for a loss of 2 yards to the BwGrn 40,,
2nd and 12 at BGSU 40,Blake Frohnapfel pass complete to Tajae Sharpe for a loss of 1 yard to the BwGrn 41,,
3rd and 13 at BGSU 41,Blake Frohnapfel pass complete to Jean Sifrin for 22 yds to the BwGrn 19 for a 1ST down,,
1st and 10 at BGSU 19,"Blake Frohnapfel run for a loss of 7 yards to the BwGrn 26 Blake Frohnapfel fumbled, recovered by UMass Shadrach Abrokwah",,
2nd and 17 at BGSU 26,Blake Frohnapfel pass complete to Marken Michel for 5 yds to the BwGrn 21,,
3rd and 12 at BGSU 21,Blake Frohnapfel run for 11 yds to the BwGrn 10,,
4th and 1 at BGSU 10,Shadrach Abrokwah run for a loss of 2 yards to the BwGrn 12,,
"UMASS DRIVE TOTALS: 8 plays, 63 yards, 3:12"
Bowling Green at 11:48,,BGSU,MASS
1st and 10 at BGSU 12,Travis Greene run for 5 yds to the BwGrn 17,0,0
2nd and 5 at BGSU 17,Travis Greene run for 3 yds to the BwGrn 20,,
3rd and 2 at BGSU 20,James Knapke pass incomplete to Roger Lewis,,
4th and 2 at BGSU 20,"Joe Davidson punt for 40 yds, fair catch by Trey Dudley-Giles at the UMass 40",,
"BGSU DRIVE TOTALS: 3 plays, 8 yards, 0:49"
Massachusetts at 10:59,,BGSU,MASS
1st and 10 at UMASS 40,"Blake Frohnapfel pass complete to Jalen Williams for 60 yds for a TD, (Blake Lucas KICK)",0,7
"UMASS DRIVE TOTALS: 1 play, 60 yards, 0:09"
Bowling Green at 10:44,,BGSU,MASS
,"Blake Lucas kickoff for 55 yds , Ronnie Moore return for 17 yds to the UMASS 48 BOWLING GREEN Penalty, Offensive holding (Jacob Bennett) to the BwGrn 17",0,7
1st and 10 at BGSU 17,James Knapke pass complete to Ryan Burbrink for 4 yds to the BwGrn 21,,
2nd and 6 at BGSU 21,Ronnie Moore run for 7 yds to the BwGrn 28 for a 1ST down,,
1st and 10 at BGSU 28,James Knapke pass complete to Ronnie Moore for 5 yds to the BwGrn 33,,
2nd and 5 at BGSU 33,Travis Greene run for no gain to the BwGrn 33,,
3rd and 5 at BGSU 33,James Knapke pass complete to Ryan Burbrink for 6 yds to the BwGrn 39 for a 1ST down,,
1st and 10 at BGSU 39,James Knapke pass complete to Roger Lewis for 7 yds to the BwGrn 46,,
2nd and 3 at BGSU 46,James Knapke pass incomplete to Ryan Burbrink,,
3rd and 3 at BGSU 46,James Knapke pass intercepted Jackson Porter return for 31 yds to the BwGrn 25,,
"BGSU DRIVE TOTALS: 8 plays, 29 yards, 1:50"
Massachusetts at 8:54,,BGSU,MASS
1st and 10 at BGSU 25,Blake Frohnapfel sacked by James Sanford for a loss of 8 yards to the BwGrn 33,0,7
