0228041520140906,,228,415
1st Quarter Play-by-Play
Florida A&M at 15:00,,FAMU,MIA
,"Justin Vogel kickoff for 65 yds , Jules Dornevil return for 11 yds to the FlaAM 11",0,0
1st and 10 at FAMU 11,Gerald Hearns run for 1 yd to the FlaAM 12,,
2nd and 9 at FAMU 12,Damien Fleming pass incomplete to Brandon Norwood,,
3rd and 9 at FAMU 12,Gerald Hearns run for 2 yds to the FlaAM 14,,
4th and 7 at FAMU 14,"Colby Blanton punt for 38 yds , Stacy Coley returns for 3 yds to the FlaAM 49",,
"FAMU DRIVE TOTALS: 3 plays, 3 yards, 1:37"
Miami (FL) at 13:23,,FAMU,MIA
1st and 10 at FAMU 49,Brad Kaaya pass complete to Herb Waters for 16 yds to the FlaAM 33 for a 1ST down,0,0
1st and 10 at FAMU 33,Brad Kaaya pass incomplete to N/A,,
2nd and 10 at FAMU 33,Brad Kaaya pass complete to Clive Walford for 16 yds to the FlaAM 17 for a 1ST down,,
1st and 10 at FAMU 17,Duke Johnson run for 13 yds to the FlaAM 4 for a 1ST down,,
1st and Goal at FAMU 4,"Brad Kaaya pass incomplete to N/A, broken up by Devonte Johnson",,
2nd and Goal at FAMU 4,"Brad Kaaya pass complete to Phillip Dorsett for 4 yds for a TD, (Matt Goudis KICK)",0,7
"MIA DRIVE TOTALS: 6 plays, 49 yards, 1:56"
Florida A&M at 11:27,,FAMU,MIA
,"Justin Vogel kickoff for 63 yds , Jules Dornevil return for 17 yds to the FlaAM 19",0,7
1st and 10 at FAMU 19,Gerald Hearns run for no gain to the FlaAM 19,,
2nd and 10 at FAMU 19,Gerald Hearns run for 3 yds to the FlaAM 22,,
3rd and 7 at FAMU 22,"FLEMING,Damien pass complete to WILLIAMS,Montav for 21 yards to the FAMU43 (Tracy Howard), PENALTY FAMU IR 5 yards to the FAMU17, NO PLAY.",,
3rd and 12 at FAMU 17,Damien Fleming run for no gain to the FlaAM 17,,
4th and 12 at FAMU 17,"Colby Blanton punt for 32 yds, punt out-of-bounds at the FlaAM 49",,
"FAMU DRIVE TOTALS: 3 plays, -2 yards, 2:45"
Miami (FL) at 8:42,,FAMU,MIA
1st and 10 at FAMU 49,Brad Kaaya pass complete to Braxton Berrios for 5 yds to the FlaAM 44,0,7
2nd and 5 at FAMU 44,Duke Johnson run for 3 yds to the FlaAM 41,,
3rd and 2 at FAMU 41,Brad Kaaya pass complete to Braxton Berrios for 12 yds to the FlaAM 29 for a 1ST down,,
1st and 10 at FAMU 29,"Brad Kaaya pass intercepted, touchback. Darren Parker return for no gain",,
"MIA DRIVE TOTALS: 4 plays, 20 yards, 2:21"
Florida A&M at 6:21,,FAMU,MIA
1st and 10 at FAMU 20,Tysean Holloway run for 5 yds to the FlaAM 25,0,7
2nd and 5 at FAMU 25,Damien Fleming pass complete to Casey Glines for 7 yds to the FlaAM 32 for a 1ST down,,
1st and 10 at FAMU 32,Tysean Holloway run for 1 yd to the FlaAM 33,,
2nd and 9 at FAMU 33,Damien Fleming run for no gain to the FlaAM 33,,
3rd and 9 at FAMU 33,"Damien Fleming sacked by Thurston Armbrister for a loss of 3 yards to the FlaAM 13 Damien Fleming fumbled, recovered by MiaFl Anthony Chickillo , return for 0 yards FLORIDA A&M Penalty, personal foul (N/A) to the FlaAM 13",,
"FAMU DRIVE TOTALS: 5 plays, 7 yards, 2:53"
Miami (FL) at 3:28,,FAMU,MIA
1st and 10 at FAMU 13,Duke Johnson run for 12 yds to the FlaAM 1 for a 1ST down,0,7
1st and Goal at FAMU 1,"Duke Johnson run for 1 yd for a TD, (Matt Goudis KICK)",0,14
"MIA DRIVE TOTALS: 2 plays, 13 yards, 0:39"
Florida A&M at 2:49,,FAMU,MIA
,"Justin Vogel kickoff for 65 yds , Curtric Evans return for 16 yds to the FlaAM 16",0,14
1st and 10 at FAMU 16,Tysean Holloway run for 1 yd to the FlaAM 17,,
