FIRST QUARTER,,SJSU,NAVY
,FG,2:15,"Austin Lopez 22 Yd Field Goal  Drive info: 18 plays, 79 yds in 7:32",3,0
SECOND QUARTER,,SJSU,NAVY
,TD,14:57,"Noah Copeland 6 Yd Run (Austin Grebe Kick)Drive info: 6 plays, 75 yds in 2:18",3,7
,TD,10:35,"Billy Freeman 6 Yd pass from Joe Gray (Austin Lopez Kick)Drive info: 10 plays, 75 yds in 4:22",10,7
,TD,7:51,"Keenan Reynolds 8 Yd Run (Austin Grebe Kick)Drive info: 6 plays, 75 yds in 2:44",10,14
,TD,4:56,"Keenan Reynolds 3 Yd Run (Austin Grebe Kick)Drive info: 4 plays, 61 yds in 1:28",10,21
,TD,2:43,"Tim Crawley 33 Yd pass from Joe Gray (Austin Lopez Kick)Drive info: 6 plays, 75 yds in 2:13",17,21
,FG,0:00,"Austin Grebe 20 Yd Field Goal  Drive info: 16 plays, 73 yds in 2:43",17,24
THIRD QUARTER,,SJSU,NAVY
,TD,5:49,"Keenan Reynolds 2 Yd Run (Austin Grebe Kick)Drive info: 13 plays, 98 yds in 5:20",17,31
FOURTH QUARTER,,SJSU,NAVY
,TD,14:21,"DeBrandon Sanders 8 Yd Run (Austin Grebe Kick)Drive info: 12 plays, 64 yds in 5:26",17,38
,TD,8:20,"Hansell Wilson 5 Yd pass from Joe Gray (Austin Lopez Kick)Drive info: 13 plays, 69 yds in 6:01",24,38
,FG,3:06,"Austin Grebe 33 Yd Field Goal  Drive info: 9 plays, 30 yds in 5:14",24,41
,TD,1:24,"Tyler Ervin 8 Yd Run (Austin Lopez Kick)Drive info: 7 plays, 79 yds in 1:42",31,41
,,SJSU,NAVY
1st Downs,26,28
3rd down efficiency,8-14,7-12
4th down efficiency,1-1,1-1
Total Yards,422,479
Passing,322,56
Comp-Att,33-46,4-8
Yards per pass,7.0,7.0
Rushing,100,423
Rushing Attempts,25,68
Yards per rush,4.0,6.2
Penalties,2-20,0-0
Turnovers,1,1
Fumbles lost,0,1
Interceptions thrown,1,0
Possession,29:19,30:41
San Jos\xe9 State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Joe Gray,33/46,322,7.0,3,1,74.2
Team,33/46,322,7.0,3,1,--
Navy Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Keenan Reynolds,4/7,56,8.0,0,0,94.9
Team,4/8,56,7.0,0,0,--
San Jos\xe9 State Rushing
,CAR,YDS,AVG,TD,LG
Tyler Ervin,19,72,3.8,1,19
Tim Crawley,3,20,6.7,0,14
Joe Gray,3,8,2.7,0,6
Team,25,100,4.0,1,19
Navy Rushing
,CAR,YDS,AVG,TD,LG
Keenan Reynolds,39,251,6.4,3,47
Noah Copeland,9,70,7.8,1,36
Chris Swain,8,41,5.1,0,17
Dishan Romine,3,29,9.7,0,14
DeBrandon Sanders,3,26,8.7,1,11
Calvin Cass Jr.,1,6,6.0,0,6
Quinton Singleton,2,4,2.0,0,3
Team,68,423,6.2,5,47
San Jos\xe9 State Receiving
,REC,YDS,AVG,TD,LG
Tim Crawley,8,102,12.8,1,33
Andrew Vollert,3,51,17.0,0,37
Billy Freeman,5,45,9.0,1,16
Tyler Winston,5,41,8.2,0,11
Hansell Wilson,4,31,7.8,1,15
Tyler Ervin,3,30,10.0,0,12
Jabari Carr,5,22,4.4,0,12
Team,33,322,9.8,3,37
Navy Receiving
,REC,YDS,AVG,TD,LG
DeBrandon Sanders,1,27,27.0,0,27
Brandon Colon,1,13,13.0,0,13
Brendan Dudeck,1,8,8.0,0,8
Jamir Tillman,1,8,8.0,0,8
Team,4,56,14.0,0,27
San Jos\xe9 State Interceptions
,INT,YDS,TD
No Interception Information
Navy Interceptions
,INT,YDS,TD
Kwazel Bertrand,1,11,0
Team,1,11,0
San Jos\xe9 State Kick Returns
,NO,YDS,AVG,LG,TD
Tyler Ervin,4,92,23.0,28,0
Team,4,92,23.0,28,0
Navy Kick Returns
,NO,YDS,AVG,LG,TD
Demond Brown,2,30,15.0,16,0
Team,2,30,15.0,16,0
San Jos\xe9 State Punt Returns
,NO,YDS,AVG,LG,TD
Tyler Ervin,1,-1,-1.0,0,0
Team,1,-1,-1.0,0,0
Navy Punt Returns
,NO,YDS,AVG,LG,TD
DeBrandon Sanders,1,19,19.0,19,0
Team,1,19,19.0,19,0
San Jos\xe9 State Kicking
,FG,PCT,LG,XP,PTS
Austin Lopez,1/1,100.0,22,4/4,7
Team,1/1,100.0,22,4/4,7
Navy Kicking
,FG,PCT,LG,XP,PTS
Austin Grebe,2/2,100.0,33,5/5,11
Team,2/2,100.0,33,5/5,11
San Jos\xe9 State Punting
,NO,YDS,AVG,TB,-20,LG
Michael Carrizosa,3,133,44.3,0,1,50
Team,3,133,44.3,0,1,50
Navy Punting
,NO,YDS,AVG,TB,-20,LG
Pablo Beltran,1,43,43.0,0,1,43
Team,1,43,43.0,0,1,43
