FIRST QUARTER,,NWST,BAY
,TD,13:42,"KD Cannon 50 Yd pass from Seth Russell (Chris Callahan Kick)Drive info: 4 plays, 78 yds in 1:18",0,7
,TD,10:19,"Seth Russell 3 Yd Run (Chris Callahan Kick)Drive info: 6 plays, 34 yds in 1:31",0,14
,TD,7:11,"KD Cannon 81 Yd pass from Seth Russell (Chris Callahan Kick)Drive info: 2 plays, 96 yds in 0:20",0,21
,TD,0:19,"KD Cannon 42 Yd pass from Seth Russell (Chris Callahan Kick)Drive info: 3 plays, 42 yds in 0:32",0,28
SECOND QUARTER,,NWST,BAY
,FG,12:54,"Chris Moore 25 Yd Field Goal  Drive info: 9 plays, 67 yds in 2:25",3,28
,TD,6:49,"Shock Linwood 2 Yd Run (Chris Callahan Kick)Drive info: 16 plays, 59 yds in 6:05",3,35
,TD,2:13,"Jay Lee 61 Yd pass from Seth Russell (Chris Callahan Kick)Drive info: 1 plays, 61 yds in 0:08",3,42
,TD,1:02,"Davion Hall 57 Yd pass from Seth Russell (Chris Callahan Kick)Drive info: 2 plays, 68 yds in 0:19",3,49
THIRD QUARTER,,NWST,BAY
,TD,9:57,"Johnny Jefferson 2 Yd Run (Chris Callahan Kick)Drive info: 11 plays, 49 yds in 3:38",3,56
,FG,2:32,"Chris Moore 28 Yd Field Goal  Drive info: 7 plays, 18 yds in 3:20",6,56
FOURTH QUARTER,,NWST,BAY
,TD,12:32,"Silas Nacita 11 Yd Run (Kyle Peterson Kick)Drive info: 10 plays, 88 yds in 5:00",6,63
,TD,4:14,"Silas Nacita 7 Yd Run (Kyle Peterson Kick)Drive info: 9 plays, 55 yds in 5:50",6,70
,,NWST,BAY
1st Downs,11,32
3rd down efficiency,2-15,13-16
4th down efficiency,1-1,2-2
Total Yards,202,720
Passing,124,455
Comp-Att,8-19,19-28
Yards per pass,6.5,16.3
Rushing,78,265
Rushing Attempts,41,50
Yards per rush,1.9,5.3
Penalties,5-35,10-91
Turnovers,1,2
Fumbles lost,0,2
Interceptions thrown,1,0
Possession,32:08,27:52
Northwestern State Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Zach Adkins,7/17,112,6.6,0,1,--
Matthew Flores,1/1,12,12.0,0,0,--
Daniel Hazlewood,0/1,0,0.0,0,0,--
Team,8/19,124,6.5,0,1,--
Baylor Passing
,C/ATT,YDS,AVG,TD,INT,QBR
Seth Russell,16/25,438,17.5,5,0,99.4
Chris Johnson,3/3,17,5.7,0,0,79.2
Team,19/28,455,16.3,5,0,--
Northwestern State Rushing
,CAR,YDS,AVG,TD,LG
Garrett Atzenweiler,10,32,3.2,0,17
Ronald Green,7,26,3.7,0,7
Daniel Taylor,5,13,2.6,0,7
Daniel Hazlewood,5,11,2.2,0,4
Matthew Flores,3,5,1.7,0,2
Zach Adkins,11,-9,-0.8,0,7
Team,41,78,1.9,0,17
Baylor Rushing
,CAR,YDS,AVG,TD,LG
Johnny Jefferson,20,107,5.4,1,19
Silas Nacita,14,104,7.4,2,21
Shock Linwood,11,33,3.0,1,11
Chris Johnson,1,11,11.0,0,11
Seth Russell,3,9,3.0,1,8
Baylor Black,1,1,1.0,0,1
Team,50,265,5.3,5,21
Northwestern State Receiving
,REC,YDS,AVG,TD,LG
Ed Eagan,2,51,25.5,0,28
Bryant Mitchell,2,36,18.0,0,31
Tuff McClain,2,20,10.0,0,10
Daniel Hazlewood,1,12,12.0,0,12
Cody Jones,1,5,5.0,0,5
Team,8,124,15.5,0,31
Baylor Receiving
,REC,YDS,AVG,TD,LG
Kd Cannon,6,223,37.2,3,81
Davion Hall,4,78,19.5,1,57
Jay Lee,2,75,37.5,1,61
Shock Linwood,2,53,26.5,0,29
Jordan Feuerbacher,2,15,7.5,0,9
Lynx Hawthorne,2,9,4.5,0,6
Quan Jones,1,2,2.0,0,2
Team,19,455,23.9,5,81
Northwestern State Interceptions
,INT,YDS,TD
No Interception Information
Baylor Interceptions
,INT,YDS,TD
Xavien Howard,1,25,0
Team,1,25,0
Northwestern State Kick Returns
,NO,YDS,AVG,LG,TD
Ed Eagan,7,193,27.6,45,0
Chris Dever Jr.,1,7,7.0,7,0
Team,8,200,25.0,45,0
Baylor Kick Returns
,NO,YDS,AVG,LG,TD
Lynx Hawthorne,2,69,34.5,37,0
Team,2,69,34.5,37,0
Northwestern State Punt Returns
,NO,YDS,AVG,LG,TD
No Punt Returns
Baylor Punt Returns
,NO,YDS,AVG,LG,TD
Raaquan Davis,1,5,5.0,5,0
Team,1,5,5.0,5,0
Northwestern State Kicking
,FG,PCT,LG,XP,PTS
Chris Moore,2/2,100.0,28,0/0,6
Team,2/2,100.0,28,0/0,6
Baylor Kicking
,FG,PCT,LG,XP,PTS
Kyle Peterson,0/0,0.0,0,2/2,2
Chris Callahan,0/0,0.0,0,8/8,8
Team,0/0,0.0,0,10/10,10
Northwestern State Punting
,NO,YDS,AVG,TB,-20,LG
Andy Wickman,8,241,30.1,0,0,44
Zach Adkins,1,36,36.0,0,0,36
Team,9,277,30.8,0,0,44
Baylor Punting
,NO,YDS,AVG,TB,-20,LG
Spencer Roth,1,47,47.0,0,1,47
Team,1,47,47.0,0,1,47
