0234025520141206,,234,255
Florida State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:22,FSU 25,3,6,Punt
09:50,1,02:08,FSU 26,5,74,Touchdown
01:45,1,02:35,FSU 25,7,75,Touchdown
08:02,2,02:22,FSU 29,6,71,Touchdown
02:26,2,01:56,FSU 25,10,75,Touchdown
08:01,3,04:48,FSU 25,10,59,Field Goal
00:11,3,04:46,FSU 10,12,75,Field Goal
07:23,4,02:55,GT 47,6,36,Field Goal
03:22,4,00:26,GT 43,3,-3,Punt
01:47,4,01:47,GT 45,4,10,End of Game
Georgia Tech Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:38,1,03:48,GT 29,8,71,Touchdown
07:42,1,05:57,GT 25,11,75,Touchdown
14:10,2,06:08,GT 25,11,75,Touchdown
05:40,2,03:14,GT 25,5,15,Punt
00:30,2,00:30,GT 25,3,12,End of Half
15:00,3,06:59,GT 23,14,77,Touchdown
03:13,3,03:02,GT 25,6,31,Punt
10:25,4,03:02,GT 25,6,22,Downs
04:28,4,01:06,GT 16,3,0,Interception
02:56,4,01:09,GT 3,6,97,Touchdown
