0742074920141122,,742,749
Virginia Tech Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,04:02,VT 25,9,39,Punt
08:53,1,01:24,VT 31,3,-2,Punt
05:47,1,02:53,VT 10,6,12,Punt
00:19,1,01:02,VT 12,3,5,Punt
12:11,2,02:02,VT 17,3,0,Punt
07:00,2,01:41,VT 24,4,44,Fumble
03:06,2,03:06,VT 27,5,19,End of Half
09:05,3,01:42,VT 20,6,30,Punt
04:56,3,01:13,VT 13,4,20,Punt
00:10,3,02:11,VT 21,5,23,Punt
11:19,4,02:40,VT 42,7,30,Fumble
06:50,4,00:11,50,1,0,Interception
04:20,4,02:19,VT 17,4,33,Punt
00:00,OT,00:00,WAKE 25,6,15,Field Goal
00:00,OT,00:00,WAKE 25,4,-10,Missed FG
Wake Forest Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
10:58,1,02:05,WAKE 7,5,2,Punt
07:29,1,01:42,WAKE 41,3,7,Punt
02:54,1,02:35,WAKE 49,7,36,Interception
14:17,2,02:06,WAKE 41,3,0,Punt
10:09,2,03:09,WAKE 45,7,31,Missed FG
05:19,2,02:13,WAKE 32,3,3,Punt
15:00,3,05:55,WAKE 25,12,56,Missed FG
07:23,3,02:27,WAKE 20,3,9,Punt
03:43,3,03:33,WAKE 24,7,31,Punt
12:59,4,01:40,WAKE 15,3,1,Punt
08:39,4,01:49,WAKE 28,3,-7,Punt
06:39,4,02:19,WAKE 38,5,2,Punt
02:01,4,02:01,WAKE 20,10,61,Missed FG
00:00,4,00:00,VT 25,4,0,End of Game
00:00,OT,00:00,WAKE 35,0,0,Possession (For OT Drives)
00:00,OT,00:00,VT 25,4,4,Field Goal
