0129070920140927,,129,709
Central Michigan Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
10:09,1,04:06,CMU 25,8,75,Touchdown
00:38,1,02:09,CMU 20,4,12,Punt
09:23,2,01:36,CMU 26,3,-11,Punt
04:50,2,02:05,CMU 25,3,9,Punt
00:27,2,00:27,CMU 25,1,4,End of Half
15:00,3,04:51,CMU 25,10,75,Touchdown
09:03,3,00:54,CMU 33,3,1,Interception
03:44,3,03:41,CMU 25,8,75,Touchdown
13:38,4,05:44,CMU 15,11,85,Touchdown
02:53,4,01:58,CMU 27,6,68,Fumble
Toledo Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,04:51,TOL 21,15,64,Field Goal
05:58,1,05:16,TOL 23,10,73,Field Goal
13:29,2,04:06,TOL 15,10,59,Fumble
07:47,2,02:57,TOL 28,6,72,Touchdown
02:45,2,02:18,TOL 15,7,85,Touchdown
10:02,3,00:59,TOL 22,3,6,Punt
08:09,3,02:26,CMU 35,5,35,Touchdown
05:41,3,01:57,50,5,50,Touchdown
00:03,3,01:25,TOL 45,3,16,Interception
07:48,4,04:48,TOL 20,8,80,Touchdown
00:55,4,00:55,TOL 5,2,-2,End of Game
