0539030620141108,,539,306
Penn State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,00:26,PSU 25,3,7,Punt
12:40,1,03:28,PSU 20,6,34,Punt
06:09,1,01:36,PSU 27,4,12,Punt
02:10,1,01:41,PSU 40,3,-2,Punt
12:33,2,06:23,PSU 14,12,80,Missed FG
04:06,2,00:09,IND 47,1,0,Interception
03:57,2,00:20,PSU 8,1,92,Touchdown
02:29,2,00:22,50,3,0,Punt
00:00,2,00:00,PSU 7,0,0,
13:17,3,03:49,IND 48,9,39,Field Goal
07:37,3,03:44,PSU 17,8,44,Punt
00:02,3,01:56,PSU 23,3,-5,Punt
10:48,4,02:47,PSU 34,5,18,Punt
06:21,4,00:53,IND 47,3,-4,Interception
04:55,4,02:00,PSU 24,3,9,Punt
02:26,4,01:31,IND 24,5,13,Field Goal
Indiana Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
14:34,1,01:54,IND 48,3,4,Punt
09:12,1,03:03,IND 17,6,37,Punt
04:33,1,02:23,IND 3,4,14,Punt
00:29,1,02:56,IND 19,5,30,Punt
06:10,2,00:00,IND 0,0,0,Missed FG
06:30,2,02:24,IND 20,3,5,Punt
03:37,2,01:08,IND 12,3,3,Punt
02:07,2,02:07,IND 12,7,42,Interception
15:00,3,01:43,IND 17,3,-8,Punt
09:28,3,01:51,IND 27,5,15,Punt
03:53,3,03:51,IND 20,9,25,Punt
13:06,4,02:18,50,7,17,Missed FG
08:01,4,01:40,IND 16,3,3,Punt
05:28,4,00:33,IND 48,3,-8,Punt
02:55,4,00:29,IND 19,2,6,Interception
00:55,4,00:55,IND 19,5,14,End of Game
