0698005120141011,,698,51
TCU Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:00,1,02:28,TCU 33,8,67,Touchdown
08:21,1,00:41,TCU 34,3,66,Touchdown
07:00,1,01:25,TCU 32,3,4,Punt
03:59,1,01:29,TCU 27,3,2,Punt
02:03,1,00:31,TCU 35,3,0,Punt
07:07,2,01:21,TCU 23,3,-8,Punt
05:09,2,02:25,TCU 33,8,45,Field Goal
01:49,2,00:11,BAY 0,0,0,Touchdown
00:26,2,00:25,TCU 48,4,-36,Fumble
15:00,3,02:49,TCU 32,6,29,Punt
10:56,3,02:14,BAY 23,6,20,Field Goal
05:23,3,01:30,TCU 30,4,70,Touchdown
03:04,3,00:49,TCU 28,5,52,Field Goal
00:35,3,01:06,TCU 32,3,68,Touchdown
10:39,4,02:37,TCU 34,6,18,Punt
06:39,4,00:58,TCU 34,3,6,Punt
04:42,4,03:31,TCU 26,9,29,Downs
Baylor Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,03:00,BAY 19,13,48,Downs
09:32,1,01:11,BAY 25,4,41,Fumble
07:40,1,00:40,BAY 25,3,3,Punt
05:35,1,01:36,BAY 15,3,8,Punt
02:30,1,00:27,BAY 23,3,77,Touchdown
01:32,1,06:17,BAY 38,7,57,FIELD GOAL
10:15,2,03:08,BAY 31,10,69,Touchdown
05:46,2,00:37,TCU 40,4,7,Downs
02:44,2,00:55,BAY 22,4,78,Touchdown
01:38,2,01:12,BAY 25,3,3,Punt
00:01,2,00:01,TCU 12,1,0,End of Half
12:11,3,01:15,BAY 12,4,11,Interception
08:42,3,03:19,BAY 31,13,65,Field Goal
03:53,3,00:49,BAY 25,3,3,Punt
02:15,3,01:40,BAY 30,7,70,Touchdown
14:29,4,02:51,BAY 26,8,20,Interception
11:38,4,00:59,TCU 45,4,45,Touchdown
08:02,4,01:23,BAY 8,5,92,Touchdown
05:41,4,00:59,BAY 9,5,91,Touchdown
01:11,4,01:11,BAY 45,9,44,END OF HALF
