0483072120140830,,483,721
Nicholls State Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
13:03,1,02:15,NICH 28,4,24,Punt
09:06,1,00:42,NICH 9,2,-9,Safety
05:56,1,02:54,NICH 25,7,75,Touchdown
01:40,1,03:20,NICH 47,7,33,Field Goal
10:04,2,01:47,NICH 25,5,32,Punt
05:26,2,03:59,NICH 21,6,27,Punt
15:00,3,02:40,NICH 25,6,19,Punt
08:59,3,02:12,NICH 25,6,18,Punt
03:42,3,02:25,NICH 25,5,-11,Punt
13:40,4,01:03,NICH 20,3,-5,Punt
08:06,4,05:29,NICH 25,11,75,Touchdown
Air Force Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,01:57,AFA 17,3,6,Punt
10:48,1,01:42,AFA 29,3,8,Punt
08:19,1,02:23,AFA 48,7,52,Touchdown
02:56,1,01:16,AFA 24,5,29,Downs
13:20,2,03:16,AFA 25,11,75,Touchdown
08:17,2,02:45,AFA 20,8,80,Touchdown
01:27,2,01:27,AFA 20,5,21,End of Half
12:20,3,03:21,AFA 30,11,70,Touchdown
06:47,3,03:05,AFA 22,9,78,Touchdown
01:17,3,02:37,NICH 44,6,27,Missed FG
12:37,4,04:31,AFA 38,8,62,Touchdown
02:37,4,02:37,AFA 45,4,14,End of Game
