0037043320141101,,37,433
Auburn Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
15:00,1,02:56,AUB 27,8,73,Touchdown
10:14,1,02:11,AUB 33,4,27,Punt
04:00,1,03:20,AUB 33,3,4,Punt
13:50,2,03:22,MISS 48,7,28,Interception
08:44,2,02:07,AUB 36,3,-1,Punt
06:02,2,02:37,AUB 13,3,4,Punt
01:36,2,00:12,AUB 43,1,57,Touchdown
12:14,3,01:27,AUB 28,3,2,Punt
10:36,3,02:06,AUB 27,7,73,Touchdown
05:45,3,03:46,AUB 4,11,96,Touchdown
14:26,4,04:03,AUB 25,9,75,Touchdown
06:31,4,03:09,AUB 6,6,19,Punt
01:30,4,01:04,AUB 20,3,0,Punt
00:00,4,00:00,MISS 42,0,0,
Ole Miss Drive Summaries
START,QTR,POSS.,YARD,PLAYS,YARDS,RESULT
12:04,1,01:50,MISS 7,5,17,Punt
08:03,1,04:03,MISS 8,11,92,Touchdown
00:40,1,01:50,MISS 16,3,9,Punt
10:28,2,01:44,MISS 24,3,-3,Punt
06:37,2,00:35,MISS 26,2,74,Touchdown
03:25,2,01:49,MISS 31,3,-9,Punt
01:24,2,01:24,MISS 25,7,45,End of Half
15:00,3,02:46,MISS 25,5,47,Downs
10:47,3,00:11,50,1,50,Touchdown
08:30,3,02:45,MISS 25,6,13,Punt
01:59,3,02:33,MISS 25,7,75,Touchdown
10:23,4,03:52,MISS 18,8,76,Fumble
03:22,4,01:52,MISS 48,6,51,Fumble
00:26,4,00:26,MISS 49,4,-7,Downs
